Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Sebastian Griesbeck,de GER,"DF,MF",30.0,27.1,7.0,0.26,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marco Meyerhöfer,de GER,DF,25.0,25.3,44.0,1.74,32.0,3.0,3.0,1.0,2.0,3.0,2.0,0.08,1.0,1.0,0.0,0.0,0.0,0.0,Matches
Nick Viergever,nl NED,DF,31.0,23.7,9.0,0.38,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Paul Seguin,de GER,MF,26.0,23.4,55.0,2.35,43.0,6.0,1.0,2.0,3.0,0.0,4.0,0.17,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Timothy Tillman,de GER,MF,22.0,22.3,50.0,2.25,31.0,9.0,4.0,3.0,1.0,2.0,4.0,0.18,3.0,0.0,1.0,0.0,0.0,0.0,Matches
Max Christiansen,de GER,MF,24.0,22.8,28.0,1.23,25.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Jamie Leweling,de GER,"FW,MF",20.0,21.8,45.0,2.07,22.0,0.0,10.0,3.0,8.0,2.0,5.0,0.23,2.0,0.0,2.0,0.0,1.0,0.0,Matches
Jetro Willems,nl NED,DF,27.0,17.8,23.0,1.3,21.0,1.0,0.0,1.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Maximilian Bauer,de GER,DF,21.0,18.8,8.0,0.43,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gian-Luca Itter,de GER,DF,22.0,16.2,29.0,1.79,16.0,8.0,3.0,1.0,0.0,1.0,1.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0,Matches
Jeremy Dudziak,tn TUN,"MF,FW",25.0,12.6,31.0,2.46,21.0,2.0,1.0,2.0,5.0,0.0,4.0,0.32,1.0,0.0,1.0,0.0,2.0,0.0,Matches
Håvard Nielsen,no NOR,"MF,FW",28.0,15.2,22.0,1.45,14.0,0.0,3.0,1.0,3.0,1.0,3.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Sascha Burchert,de GER,GK,31.0,14.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Andreas Linde,se SWE,GK,28.0,12.0,3.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Julian Green,us USA,MF,26.0,11.7,31.0,2.65,18.0,7.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Simon Asta,de GER,DF,20.0,8.7,11.0,1.26,8.0,3.0,0.0,0.0,0.0,0.0,1.0,0.11,0.0,1.0,0.0,0.0,0.0,0.0,Matches
Marius Funk,de GER,GK,25.0,8.0,3.0,0.37,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Hans Nunoo Sarpei,gh GHA,"DF,MF",22.0,7.1,5.0,0.7,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cedric Itten,ch SUI,FW,24.0,7.1,7.0,0.99,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tobias Raschl,de GER,MF,21.0,6.6,6.0,0.9,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Dickson Abiama,ng NGA,FW,22.0,8.1,15.0,1.85,10.0,0.0,0.0,2.0,2.0,1.0,2.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,Matches
Jessic Ngankam,de GER,FW,21.0,3.8,3.0,0.79,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.53,1.0,0.0,0.0,1.0,0.0,0.0,Matches
Justin Hoogma,nl NED,DF,23.0,3.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Abdourahmane Barry,fr FRA,DF,21.0,2.3,3.0,1.29,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gideon Jung,de GER,DF,26.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nils Seufert,de GER,MF,24.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Afimico Pululu,fr FRA,"FW,MF",22.0,0.8,2.0,2.57,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Adrian Fein,de GER,MF,22.0,0.4,2.0,5.63,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.81,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Squad Total,,,25.9,34.0,525.0,15.44,357.0,48.0,37.0,30.0,35.0,18.0,43.0,1.26,27.0,3.0,4.0,4.0,5.0,0.0,
Opponent Total,,,26.3,34.0,907.0,26.68,661.0,97.0,31.0,61.0,48.0,9.0,131.0,3.85,87.0,12.0,8.0,12.0,12.0,0.0,
Gianluigi Donnarumma,it ITA,GK,24-062,32.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lionel Messi,ar ARG,"FW,MF",35-308,26.5,167.0,6.3,109.0,23.0,16.0,9.0,8.0,2.0,32.0,1.21,24.0,2.0,3.0,1.0,2.0,0.0,Matches
Marquinhos,br BRA,DF,28-349,26.1,15.0,0.58,11.0,1.0,0.0,3.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Kylian Mbappé,fr FRA,FW,24-129,25.3,107.0,4.23,75.0,3.0,12.0,12.0,5.0,0.0,18.0,0.71,9.0,0.0,4.0,3.0,2.0,0.0,Matches
Sergio Ramos,es ESP,DF,37-029,24.0,17.0,0.71,13.0,0.0,0.0,2.0,2.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Vitinha,pt POR,MF,23-074,23.2,57.0,2.45,50.0,0.0,0.0,3.0,2.0,2.0,8.0,0.34,7.0,0.0,0.0,0.0,1.0,0.0,Matches
Danilo Pereira,pt POR,"DF,MF",31-231,21.2,19.0,0.9,16.0,0.0,0.0,2.0,0.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Marco Verratti,it ITA,MF,30-174,18.8,55.0,2.93,52.0,1.0,1.0,1.0,0.0,0.0,7.0,0.37,7.0,0.0,0.0,0.0,0.0,0.0,Matches
Achraf Hakimi,ma MAR,"DF,MF",24-175,20.8,69.0,3.32,60.0,1.0,3.0,2.0,1.0,2.0,8.0,0.39,5.0,0.0,1.0,1.0,0.0,1.0,Matches
Fabián Ruiz Peña,es ESP,MF,27-025,18.0,27.0,1.5,25.0,0.0,1.0,1.0,0.0,0.0,3.0,0.17,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Neymar,br BRA,"MF,FW",31-082,17.2,105.0,6.11,75.0,12.0,2.0,6.0,10.0,0.0,16.0,0.93,11.0,3.0,0.0,1.0,1.0,0.0,Matches
Nuno Mendes,pt POR,DF,20-313,16.8,45.0,2.68,39.0,0.0,4.0,1.0,0.0,1.0,7.0,0.42,7.0,0.0,0.0,0.0,0.0,0.0,Matches
Juan Bernat,es ESP,DF,30-058,13.8,28.0,2.03,26.0,0.0,2.0,0.0,0.0,0.0,5.0,0.36,5.0,0.0,0.0,0.0,0.0,0.0,Matches
Carlos Soler,es ESP,MF,26-116,12.0,34.0,2.83,26.0,2.0,0.0,2.0,4.0,0.0,8.0,0.66,7.0,0.0,0.0,0.0,1.0,0.0,Matches
Nordi Mukiele,fr FRA,DF,25-178,12.6,20.0,1.58,16.0,0.0,1.0,2.0,1.0,0.0,5.0,0.4,4.0,0.0,0.0,1.0,0.0,0.0,Matches
Presnel Kimpembe,fr FRA,DF,27-258,8.1,2.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Hugo Ekitike,fr FRA,FW,20-312,9.5,20.0,2.1,16.0,0.0,1.0,0.0,3.0,0.0,5.0,0.53,5.0,0.0,0.0,0.0,0.0,0.0,Matches
Renato Sanches,pt POR,MF,25-253,6.0,15.0,2.49,13.0,1.0,0.0,1.0,0.0,0.0,1.0,0.17,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Warren Zaire-Emery,fr FRA,"MF,DF",17-051,6.1,11.0,1.8,9.0,0.0,0.0,1.0,0.0,1.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,Matches
El Chadaille Bitshiabu,fr FRA,DF,17-347,4.4,3.0,0.69,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Timothee Pembele,fr FRA,DF,20-231,2.9,4.0,1.37,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Pablo Sarabia,es ESP,"FW,MF",30-352,4.1,19.0,4.61,12.0,6.0,0.0,0.0,1.0,0.0,1.0,0.24,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Ismaël Gharbi,es ESP,"MF,FW",19-018,0.6,1.0,1.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Leandro Paredes,ar ARG,MF,28-303,0.6,4.0,6.92,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.73,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Ilyes Housni,fr FRA,FW,17-349,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,27.6,32.0,845.0,26.41,656.0,50.0,45.0,48.0,37.0,9.0,130.0,4.06,101.0,5.0,8.0,8.0,7.0,1.0,
Opponent Total,,,26.8,32.0,635.0,19.84,466.0,40.0,47.0,44.0,27.0,11.0,54.0,1.69,40.0,1.0,2.0,7.0,2.0,2.0,
Valentin Rongier,fr FRA,MF,28-142,28.7,60.0,2.09,53.0,0.0,2.0,1.0,1.0,3.0,3.0,0.1,2.0,0.0,0.0,0.0,0.0,1.0,Matches
Pau López,es ESP,GK,28-136,27.0,6.0,0.22,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.07,1.0,1.0,0.0,0.0,0.0,0.0,Matches
Chancel Mbemba,cd COD,DF,28-263,26.8,31.0,1.15,27.0,0.0,0.0,3.0,1.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Leonardo Balerdi,ar ARG,DF,24-092,24.9,11.0,0.44,8.0,0.0,1.0,2.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Alexis Sánchez,cl CHI,"FW,MF",34-130,24.8,100.0,4.04,73.0,2.0,4.0,9.0,11.0,1.0,9.0,0.36,4.0,0.0,0.0,3.0,2.0,0.0,Matches
Jonathan Clauss,fr FRA,DF,30-215,23.5,84.0,3.57,62.0,3.0,5.0,11.0,0.0,3.0,11.0,0.47,9.0,0.0,0.0,1.0,0.0,1.0,Matches
Jordan Veretout,fr FRA,MF,30-058,25.8,66.0,2.56,44.0,9.0,3.0,6.0,0.0,4.0,8.0,0.31,2.0,3.0,1.0,1.0,0.0,1.0,Matches
Nuno Tavares,pt POR,"DF,MF",23-092,23.5,62.0,2.64,44.0,1.0,6.0,9.0,2.0,0.0,5.0,0.21,0.0,0.0,2.0,3.0,0.0,0.0,Matches
Cengiz Ünder,tr TUR,MF,25-288,21.7,85.0,3.92,50.0,18.0,6.0,6.0,2.0,3.0,8.0,0.37,5.0,1.0,0.0,1.0,1.0,0.0,Matches
Mattéo Guendouzi,fr FRA,MF,24-014,20.6,53.0,2.57,43.0,1.0,3.0,1.0,2.0,3.0,7.0,0.34,5.0,0.0,0.0,0.0,1.0,1.0,Matches
Samuel Gigot,fr FRA,DF,29-198,19.4,18.0,0.93,15.0,0.0,0.0,3.0,0.0,0.0,4.0,0.21,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Sead Kolašinac,ba BIH,DF,29-312,19.3,25.0,1.29,22.0,0.0,1.0,2.0,0.0,0.0,4.0,0.21,1.0,0.0,1.0,2.0,0.0,0.0,Matches
Ruslan Malinovskyi,ua UKR,"MF,FW",29-359,9.6,43.0,4.5,24.0,6.0,2.0,5.0,5.0,1.0,4.0,0.42,1.0,0.0,0.0,3.0,0.0,0.0,Matches
Dimitri Payet,fr FRA,"MF,FW",36-030,8.2,47.0,5.76,31.0,10.0,3.0,1.0,2.0,0.0,5.0,0.61,2.0,2.0,0.0,0.0,1.0,0.0,Matches
Issa Kaboré,bf BFA,DF,21-351,9.0,28.0,3.12,24.0,1.0,3.0,0.0,0.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Amine Harit,ma MAR,"MF,FW",25-314,5.7,30.0,5.25,23.0,3.0,3.0,0.0,1.0,0.0,2.0,0.35,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Gerson,br BRA,MF,25-343,4.6,12.0,2.6,9.0,0.0,1.0,0.0,2.0,0.0,1.0,0.22,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Rubén Blanco,es ESP,GK,27-277,5.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pape Gueye,sn SEN,"MF,DF",24-094,5.5,10.0,1.83,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Eric Bailly,ci CIV,DF,29-016,5.0,2.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Vitinha,pt POR,FW,23-044,2.6,7.0,2.7,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.39,0.0,0.0,1.0,0.0,0.0,0.0,Matches
Luis Javier Suárez,co COL,FW,25-147,3.3,7.0,2.14,5.0,0.0,1.0,1.0,0.0,0.0,2.0,0.61,1.0,0.0,0.0,1.0,0.0,0.0,Matches
Arkadiusz Milik,pl POL,FW,29-059,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bamba Dieng,sn SEN,"FW,MF",23-036,2.2,6.0,2.78,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.46,0.0,0.0,0.0,0.0,1.0,0.0,Matches
Azzedine Ounahi,ma MAR,"MF,FW",23-009,1.3,5.0,3.72,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.49,0.0,0.0,2.0,0.0,0.0,0.0,Matches
Souleymane Touré,fr FRA,DF,20-031,0.8,1.0,1.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cédric Bakambu,cd COD,MF,32-017,0.7,2.0,3.05,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.53,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Duje Ćaleta-Car,hr CRO,DF,26-223,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Salim Ben Seghir,fr FRA,MF,20-063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,28.0,32.0,802.0,25.06,584.0,56.0,47.0,62.0,34.0,19.0,84.0,2.62,45.0,7.0,7.0,15.0,6.0,4.0,
Opponent Total,,,26.9,32.0,634.0,19.81,474.0,50.0,26.0,38.0,25.0,21.0,48.0,1.5,36.0,2.0,2.0,4.0,4.0,0.0,
Kevin Danso,at AUT,DF,24-221,32.0,36.0,1.13,34.0,0.0,1.0,0.0,1.0,0.0,4.0,0.12,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Brice Samba,fr FRA,GK,29-003,32.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Seko Fofana,ci CIV,MF,27-356,29.1,85.0,2.92,73.0,0.0,4.0,2.0,4.0,2.0,10.0,0.34,8.0,0.0,1.0,0.0,1.0,0.0,Matches
Florian Sotoca,fr FRA,"MF,FW",32-185,28.8,120.0,4.17,99.0,0.0,2.0,13.0,4.0,2.0,17.0,0.59,15.0,0.0,0.0,1.0,1.0,0.0,Matches
Salis Abdul Samed,gh GHA,MF,23-033,28.2,47.0,1.67,40.0,0.0,2.0,2.0,2.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Facundo Medina,ar ARG,DF,23-335,25.9,40.0,1.55,36.0,1.0,0.0,3.0,0.0,0.0,4.0,0.15,3.0,0.0,0.0,1.0,0.0,0.0,Matches
Jonathan Gradit,fr FRA,DF,30-155,25.4,39.0,1.54,31.0,0.0,1.0,0.0,4.0,3.0,6.0,0.24,6.0,0.0,0.0,0.0,0.0,0.0,Matches
Przemysław Frankowski,pl POL,"DF,MF",28-016,26.5,109.0,4.11,63.0,37.0,2.0,3.0,2.0,2.0,10.0,0.38,6.0,4.0,0.0,0.0,0.0,0.0,Matches
Loïs Openda,be BEL,FW,23-071,22.7,55.0,2.43,31.0,1.0,7.0,10.0,6.0,0.0,9.0,0.4,3.0,0.0,3.0,3.0,0.0,0.0,Matches
Deiver Machado,co COL,"DF,MF",29-238,20.5,36.0,1.76,24.0,3.0,1.0,0.0,6.0,2.0,5.0,0.24,2.0,2.0,0.0,0.0,0.0,1.0,Matches
David Pereira da Costa,pt POR,"MF,FW",22-113,15.4,60.0,3.9,48.0,1.0,6.0,3.0,1.0,1.0,7.0,0.45,6.0,0.0,1.0,0.0,0.0,0.0,Matches
Massadio Haïdara,ml MLI,"DF,MF",30-147,15.5,15.0,0.97,12.0,0.0,1.0,0.0,1.0,1.0,2.0,0.13,0.0,0.0,0.0,0.0,1.0,1.0,Matches
Adrien Thomasson,fr FRA,"MF,FW",29-139,9.6,31.0,3.25,27.0,1.0,0.0,2.0,0.0,1.0,6.0,0.63,6.0,0.0,0.0,0.0,0.0,0.0,Matches
Angelo Fulgini,fr FRA,"FW,MF",26-251,6.8,28.0,4.11,14.0,13.0,0.0,0.0,1.0,0.0,2.0,0.29,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Wesley Saïd,fr FRA,"FW,MF",28-009,6.8,21.0,3.1,10.0,0.0,8.0,3.0,0.0,0.0,3.0,0.44,0.0,0.0,2.0,1.0,0.0,0.0,Matches
Jean Onana,cm CMR,MF,23-110,5.7,8.0,1.41,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jimmy Cabot,fr FRA,"DF,MF",29-010,5.7,31.0,5.45,23.0,7.0,0.0,0.0,0.0,1.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Alexis Claude-Maurice,fr FRA,"MF,FW",24-326,5.8,14.0,2.39,9.0,1.0,1.0,2.0,0.0,1.0,2.0,0.34,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Łukasz Poręba,pl POL,MF,23-046,2.8,9.0,3.24,8.0,0.0,0.0,0.0,0.0,1.0,2.0,0.72,1.0,0.0,0.0,0.0,0.0,1.0,Matches
Julien Le Cardinal,fr FRA,DF,25-268,1.6,7.0,4.26,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rémy Labeau Lascary,gp GLP,"FW,MF",20-056,1.3,1.0,0.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ismaëlben Boura,fr FRA,"DF,FW",22-257,1.0,2.0,1.94,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Adam Buksa,pl POL,"FW,MF",26-290,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ignatius Ganago,cm CMR,FW,24-071,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Patrick Berg,no NOR,"MF,FW",25-155,0.3,2.0,7.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gaël Kakuta,cd COD,FW,31-311,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Steven Fortes,cv CPV,DF,31-011,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Christopher Wooh,cm CMR,MF,21-222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,27.1,32.0,798.0,24.94,599.0,66.0,37.0,45.0,33.0,18.0,91.0,2.84,66.0,6.0,7.0,6.0,3.0,3.0,
Opponent Total,,,26.9,32.0,555.0,17.34,408.0,56.0,27.0,33.0,19.0,12.0,39.0,1.22,26.0,5.0,1.0,4.0,2.0,1.0,
Alexander Nübel,de GER,GK,26-210,32.0,8.0,0.25,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Axel Disasi,fr FRA,DF,25-048,31.0,26.0,0.84,22.0,1.0,0.0,2.0,0.0,1.0,6.0,0.19,5.0,0.0,0.0,1.0,0.0,0.0,Matches
Youssouf Fofana,fr FRA,MF,24-108,28.3,62.0,2.19,55.0,0.0,5.0,0.0,1.0,1.0,9.0,0.32,7.0,0.0,0.0,0.0,1.0,1.0,Matches
Caio Henrique Oliveira Silva,br BRA,DF,25-271,27.1,83.0,3.06,57.0,21.0,2.0,1.0,1.0,1.0,14.0,0.52,7.0,6.0,0.0,0.0,1.0,0.0,Matches
Aleksandr Golovin,ru RUS,"MF,FW",26-333,23.5,108.0,4.59,71.0,21.0,8.0,3.0,4.0,1.0,14.0,0.59,10.0,1.0,3.0,0.0,0.0,0.0,Matches
Wissam Ben Yedder,fr FRA,FW,32-259,20.0,42.0,2.1,29.0,0.0,3.0,6.0,2.0,2.0,12.0,0.6,8.0,0.0,0.0,3.0,0.0,1.0,Matches
Guillermo Maripán,cl CHI,DF,28-357,21.4,11.0,0.51,9.0,0.0,0.0,2.0,0.0,0.0,4.0,0.19,2.0,0.0,0.0,2.0,0.0,0.0,Matches
Mohamed Camara,ml MLI,MF,23-112,21.1,37.0,1.76,34.0,0.0,1.0,1.0,1.0,0.0,8.0,0.38,7.0,0.0,0.0,1.0,0.0,0.0,Matches
Krépin Diatta,sn SEN,"MF,FW",24-062,21.1,65.0,3.08,41.0,1.0,8.0,7.0,5.0,3.0,7.0,0.33,2.0,0.0,0.0,1.0,3.0,1.0,Matches
Vanderson,br BRA,"DF,MF",21-311,19.9,42.0,2.11,31.0,5.0,2.0,2.0,0.0,2.0,6.0,0.3,5.0,0.0,1.0,0.0,0.0,0.0,Matches
Breel Embolo,ch SUI,FW,26-073,19.5,60.0,3.08,41.0,0.0,6.0,6.0,6.0,1.0,9.0,0.46,5.0,0.0,1.0,2.0,1.0,0.0,Matches
Ruben Aguilar,fr FRA,DF,30-002,10.1,15.0,1.48,12.0,1.0,0.0,1.0,1.0,0.0,2.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Eliesse Ben Seghir,fr FRA,"FW,MF",18-071,9.1,23.0,2.52,19.0,0.0,2.0,1.0,1.0,0.0,2.0,0.22,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Eliot Matazo,be BEL,"MF,FW",21-072,10.3,9.0,0.87,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Benoît Badiashile,fr FRA,DF,22-033,9.3,4.0,0.43,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Malang Sarr,fr FRA,DF,24-095,8.0,8.0,1.01,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Takumi Minamino,jp JPN,"MF,FW",28-102,5.8,20.0,3.45,14.0,1.0,0.0,2.0,2.0,1.0,4.0,0.69,2.0,1.0,0.0,0.0,1.0,0.0,Matches
Ismail Jakobs,sn SEN,"DF,FW",23-254,8.9,22.0,2.47,17.0,2.0,1.0,2.0,0.0,0.0,2.0,0.22,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Kevin Volland,de GER,"MF,FW",30-272,6.2,16.0,2.57,15.0,0.0,0.0,0.0,1.0,0.0,4.0,0.64,3.0,0.0,0.0,0.0,1.0,0.0,Matches
Maghnes Akliouche,fr FRA,"MF,FW",21-062,3.4,5.0,1.46,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gelson Martins,pt POR,"MF,FW",27-352,3.8,15.0,3.91,11.0,0.0,1.0,2.0,1.0,0.0,1.0,0.26,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Jean Lucas,br BRA,MF,24-310,3.2,5.0,1.55,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Chrislain Matsima,fr FRA,DF,20-348,1.5,4.0,2.65,3.0,0.0,1.0,0.0,0.0,0.0,3.0,1.99,2.0,0.0,1.0,0.0,0.0,0.0,Matches
Myron Boadu,nl NED,FW,22-104,1.6,5.0,3.06,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sofiane Diop,fr FRA,MF,22-323,0.7,7.0,9.69,4.0,2.0,1.0,0.0,0.0,0.0,2.0,2.77,1.0,1.0,0.0,0.0,0.0,0.0,Matches
Edan Diop,fr FRA,"DF,FW",18-243,1.4,3.0,2.13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Soungoutou Magassa,ml MLI,MF,19-202,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
