Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Gianluca Caprari,it ITA,"MF,FW",28.0,30.4,12,65,26,40.0,2.14,0.85,0.15,0.38,18.8,4.0,2,2,7.1,5.5,0.09,4.9,4.5,Matches
Darko Lazović,rs SRB,DF,30.0,30.7,1,46,10,21.7,1.5,0.33,0.02,0.1,17.9,1.0,0,0,2.9,2.9,0.06,-1.9,-1.9,Matches
Giovanni Simeone,ar ARG,FW,26.0,29.5,17,69,32,46.4,2.34,1.09,0.25,0.53,14.7,0.0,0,1,10.3,9.5,0.14,6.7,7.5,Matches
Nicolò Casale,it ITA,DF,23.0,28.7,0,10,0,0.0,0.35,0.0,0.0,,12.9,0.0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
Davide Faraoni,it ITA,DF,29.0,28.6,4,30,9,30.0,1.05,0.31,0.13,0.44,14.1,0.0,0,0,3.0,3.0,0.1,1.0,1.0,Matches
Ivan Ilić,rs SRB,MF,20.0,28.1,1,22,5,22.7,0.78,0.18,0.05,0.2,19.3,2.0,0,0,2.4,2.4,0.11,-1.4,-1.4,Matches
Koray Günter,de GER,DF,26.0,26.8,0,6,2,33.3,0.22,0.07,0.0,0.0,14.0,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Federico Ceccherini,it ITA,DF,29.0,26.2,1,11,2,18.2,0.42,0.08,0.09,0.5,11.4,0.0,0,0,1.7,1.7,0.15,-0.7,-0.7,Matches
Antonín Barák,cz CZE,"MF,FW",26.0,26.0,11,47,20,42.6,1.81,0.77,0.15,0.35,15.7,2.0,4,4,8.9,5.7,0.12,2.1,1.3,Matches
Adrien Tameze,cm CMR,"MF,DF",27.0,28.6,4,23,7,30.4,0.8,0.24,0.17,0.57,21.5,0.0,0,0,1.2,1.2,0.05,2.8,2.8,Matches
Miguel Veloso,pt POR,MF,35.0,14.9,0,17,4,23.5,1.14,0.27,0.0,0.0,26.3,6.0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
Paweł Dawidowicz,pl POL,DF,26.0,13.3,0,6,0,0.0,0.45,0.0,0.0,,9.7,0.0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Kevin Lasagna,it ITA,"MF,FW",28.0,13.2,2,41,16,39.0,3.12,1.22,0.05,0.13,16.7,0.0,0,0,3.3,3.3,0.08,-1.3,-1.3,Matches
Fabio Depaoli,it ITA,DF,24.0,7.8,1,10,4,40.0,1.28,0.51,0.1,0.25,15.5,0.0,0,0,0.8,0.8,0.08,0.2,0.2,Matches
Martin Hongla,cm CMR,MF,23.0,7.2,1,9,4,44.4,1.24,0.55,0.11,0.25,21.7,0.0,0,0,1.5,1.5,0.16,-0.5,-0.5,Matches
Bosko Sutalo,hr CRO,DF,21.0,10.2,0,5,1,20.0,0.49,0.1,0.0,0.0,18.5,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Daniel Bessa,it ITA,MF,28.0,8.5,1,10,2,20.0,1.17,0.23,0.1,0.5,25.7,0.0,0,0,0.4,0.4,0.04,0.6,0.6,Matches
Giangiacomo Magnani,it ITA,DF,25.0,5.9,0,5,1,20.0,0.85,0.17,0.0,0.0,7.8,0.0,0,0,0.9,0.9,0.18,-0.9,-0.9,Matches
Nikola Kalinić,hr CRO,FW,33.0,4.5,4,13,4,30.8,2.88,0.89,0.31,1.0,9.2,0.0,0,0,3.2,3.2,0.25,0.8,0.8,Matches
Ivor Pandur,hr CRO,GK,21.0,3.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Diego Coppola,it ITA,DF,17.0,2.8,0,1,0,0.0,0.36,0.0,0.0,,9.7,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Mattia Zaccagni,it ITA,MF,26.0,2.0,2,3,2,66.7,1.5,1.0,0.33,0.5,16.6,0.0,1,1,1.1,0.3,0.11,0.9,0.7,Matches
Matteo Cancellieri,it ITA,"MF,DF",19.0,2.5,1,4,1,25.0,1.59,0.4,0.25,1.0,20.4,0.0,0,0,0.2,0.1,0.03,0.8,0.9,Matches
Alessandro Berardi,it ITA,GK,30.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Panagiotis Retsos,gr GRE,DF,22.0,0.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Yıldırım Mert Çetin,tr TUR,MF,24.0,0.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Samuel Di Carmine,it ITA,FW,32.0,0.4,0,1,0,0.0,2.5,0.0,0.0,,16.1,0.0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Mateusz Praszelik,pl POL,MF,20.0,0.3,0,1,0,0.0,3.6,0.0,0.0,,24.7,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Gianluca Frabotta,it ITA,"DF,MF",22.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Filippo Terracciano,it ITA,DF,18.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,26.8,38.0,63,455,152,33.4,11.97,4.0,0.12,0.37,16.9,15.0,7,8,50.4,44.2,0.1,12.6,11.8,
Opponent Total,,,26.8,38.0,57,470,155,33.0,12.37,4.08,0.11,0.35,17.8,20.0,3,4,49.0,45.7,0.1,8.0,8.3,
Saša Lukić,rs SRB,MF,24.0,33.1,5,29,7,24.1,0.88,0.21,0.07,0.29,24.7,4.0,3,3,4.7,2.3,0.08,0.3,-0.3,Matches
Gleison Bremer,br BRA,DF,24.0,32.1,3,27,10,37.0,0.84,0.31,0.11,0.3,10.0,0.0,0,0,4.4,4.4,0.17,-1.4,-1.4,Matches
Wilfried Singo,ci CIV,DF,20.0,29.0,3,41,7,17.1,1.42,0.24,0.07,0.43,15.3,0.0,0,0,2.6,2.6,0.06,0.4,0.4,Matches
Ricardo Rodríguez,ch SUI,DF,28.0,27.5,0,9,0,0.0,0.33,0.0,0.0,,26.3,3.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Vanja Milinković-Savić,rs SRB,GK,24.0,27.0,0,1,0,0.0,0.04,0.0,0.0,,9.6,0.0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches
Josip Brekalo,hr CRO,MF,23.0,25.4,7,44,17,38.6,1.73,0.67,0.16,0.41,19.4,2.0,0,0,4.3,4.3,0.1,2.7,2.7,Matches
Tommaso Pobega,it ITA,MF,22.0,24.9,4,48,8,16.7,1.93,0.32,0.08,0.5,19.5,0.0,0,0,3.2,3.2,0.07,0.8,0.8,Matches
Mërgim Vojvoda,xk KVX,DF,26.0,22.0,0,18,6,33.3,0.82,0.27,0.0,0.0,18.9,0.0,0,0,1.2,1.2,0.07,-1.2,-1.2,Matches
Antonio Sanabria,py PAR,FW,25.0,20.0,6,49,19,38.8,2.45,0.95,0.12,0.32,12.5,1.0,0,0,8.3,8.3,0.17,-2.3,-2.3,Matches
Koffi Djidji,ci CIV,DF,28.0,19.3,0,10,3,30.0,0.52,0.16,0.0,0.0,17.8,0.0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Dennis Praet,be BEL,MF,27.0,17.1,2,24,8,33.3,1.4,0.47,0.08,0.25,17.4,0.0,0,0,2.3,2.3,0.11,-0.3,-0.3,Matches
Ola Aina,ng NGA,DF,24.0,16.0,0,10,4,40.0,0.63,0.25,0.0,0.0,23.6,0.0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
Andrea Belotti,it ITA,FW,27.0,15.2,8,55,17,30.9,3.61,1.12,0.09,0.29,15.5,3.0,3,3,7.9,5.6,0.1,0.1,-0.6,Matches
Rolando Mandragora,it ITA,MF,24.0,14.7,0,23,5,21.7,1.57,0.34,0.0,0.0,24.5,3.0,0,0,1.2,1.2,0.05,-1.2,-1.2,Matches
David Zima,cz CZE,DF,20.0,14.6,0,6,3,50.0,0.41,0.21,0.0,0.0,11.7,0.0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches
Marko Pjaca,hr CRO,MF,26.0,12.8,3,21,11,52.4,1.64,0.86,0.14,0.27,17.1,0.0,0,0,2.0,2.0,0.09,1.0,1.0,Matches
Alessandro Buongiorno,it ITA,DF,22.0,13.1,0,6,1,16.7,0.46,0.08,0.0,0.0,8.8,0.0,0,0,0.9,0.9,0.15,-0.9,-0.9,Matches
Karol Linetty,pl POL,"MF,FW",26.0,10.0,0,13,2,15.4,1.31,0.2,0.0,0.0,19.6,0.0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
Etrit Berisha,al ALB,GK,32.0,10.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Samuele Ricci,it ITA,MF,19.0,8.0,0,4,1,25.0,0.5,0.12,0.0,0.0,16.2,0.0,0,0,0.4,0.4,0.1,-0.4,-0.4,Matches
Armando Izzo,it ITA,DF,29.0,5.8,0,5,3,60.0,0.86,0.51,0.0,0.0,8.7,0.0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
Cristian Ansaldi,ar ARG,DF,34.0,7.7,0,7,1,14.3,0.91,0.13,0.0,0.0,18.4,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Pietro Pellegri,it ITA,FW,20.0,2.4,1,5,2,40.0,2.08,0.83,0.2,0.5,15.7,0.0,0,0,0.4,0.4,0.08,0.6,0.6,Matches
Tomás Rincón,ve VEN,MF,33.0,1.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Demba Seck,sn SEN,"MF,FW",20.0,1.6,0,4,3,75.0,2.47,1.85,0.0,0.0,18.4,0.0,0,0,0.6,0.6,0.16,-0.6,-0.6,Matches
Luca Gemello,it ITA,GK,21.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Daniele Baselli,it ITA,"MF,FW",29.0,1.7,0,1,0,0.0,0.6,0.0,0.0,,5.4,0.0,0,0,0.7,0.7,0.75,-0.7,-0.7,Matches
Simone Zaza,it ITA,"FW,DF",30.0,1.4,0,8,3,37.5,5.58,2.09,0.0,0.0,12.2,0.0,0,0,1.0,1.0,0.13,-1.0,-1.0,Matches
Ben Lhassine Kone,ci CIV,MF,21.0,0.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Magnus Warming,dk DEN,"MF,FW",21.0,0.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Simone Verdi,it ITA,"MF,FW",29.0,0.5,1,2,1,50.0,3.91,1.96,0.5,1.0,22.3,0.0,0,0,0.2,0.2,0.11,0.8,0.8,Matches
Squad Total,,,25.2,38.0,43,470,142,30.2,12.37,3.74,0.08,0.26,17.3,16.0,6,6,48.7,44.1,0.1,-5.7,-7.1,
Opponent Total,,,26.8,38.0,41,384,113,29.4,10.11,2.97,0.08,0.28,18.7,19.0,9,11,38.9,30.3,0.08,2.1,1.7,
Andrea Consigli,it ITA,GK,34.0,36.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Gian Marco Ferrari,it ITA,DF,29.0,34.7,1,25,10,40.0,0.72,0.29,0.04,0.1,12.0,0.0,0,0,1.8,1.8,0.07,-0.8,-0.8,Matches
Davide Frattesi,it ITA,MF,21.0,31.7,4,67,20,29.9,2.11,0.63,0.06,0.2,17.3,0.0,0,0,5.9,5.9,0.09,-1.9,-1.9,Matches
Maxime Lopez,fr FRA,MF,23.0,32.6,2,16,6,37.5,0.49,0.18,0.13,0.33,22.6,0.0,0,0,1.5,1.5,0.09,0.5,0.5,Matches
Domenico Berardi,it ITA,FW,26.0,31.3,15,104,40,38.5,3.32,1.28,0.09,0.23,21.6,8.0,6,6,11.3,6.5,0.06,3.7,2.5,Matches
Giacomo Raspadori,it ITA,"MF,FW",21.0,30.4,10,71,25,35.2,2.33,0.82,0.14,0.4,17.9,3.0,0,0,7.2,7.2,0.1,2.8,2.8,Matches
Vlad Chiricheș,ro ROU,DF,31.0,25.6,0,9,2,22.2,0.35,0.08,0.0,0.0,16.0,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Gianluca Scamacca,it ITA,FW,22.0,23.8,16,78,36,46.2,3.27,1.51,0.19,0.42,17.4,1.0,1,1,11.0,10.2,0.13,5.0,4.8,Matches
Mert Müldür,tr TUR,DF,22.0,22.7,0,9,4,44.4,0.4,0.18,0.0,0.0,22.2,0.0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Giorgos Kyriakopoulos,gr GRE,"DF,FW",25.0,21.9,0,30,10,33.3,1.37,0.46,0.0,0.0,23.2,0.0,0,0,1.1,1.1,0.04,-1.1,-1.1,Matches
Hamed Junior Traorè,ci CIV,"FW,MF",21.0,19.7,7,51,22,43.1,2.59,1.12,0.14,0.32,16.4,0.0,0,0,5.7,5.7,0.11,1.3,1.3,Matches
Rogério,br BRA,DF,23.0,19.2,0,14,4,28.6,0.73,0.21,0.0,0.0,23.4,0.0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Jeremy Toljan,de GER,DF,26.0,15.5,0,3,1,33.3,0.19,0.06,0.0,0.0,22.4,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Kaan Ayhan,tr TUR,DF,26.0,15.0,1,5,1,20.0,0.33,0.07,0.2,1.0,16.9,2.0,0,0,0.3,0.3,0.06,0.7,0.7,Matches
Grégoire Defrel,mq MTQ,FW,30.0,15.1,2,27,10,37.0,1.78,0.66,0.07,0.2,13.8,0.0,0,0,4.0,4.0,0.15,-2.0,-2.0,Matches
Matheus Henrique,br BRA,MF,23.0,12.0,0,8,0,0.0,0.67,0.0,0.0,,30.9,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Filip Đuričić,rs SRB,"MF,FW",29.0,7.5,2,17,6,35.3,2.28,0.8,0.12,0.33,17.8,0.0,0,0,2.0,2.0,0.12,0.0,0.0,Matches
Jeremie Boga,ci CIV,"FW,MF",24.0,7.4,0,15,5,33.3,2.01,0.67,0.0,0.0,20.2,0.0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches
Abdou Harroui,nl NED,MF,23.0,5.0,0,13,2,15.4,2.59,0.4,0.0,0.0,21.6,0.0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
Francesco Magnanelli,it ITA,MF,36.0,3.0,0,2,0,0.0,0.66,0.0,0.0,,28.9,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Francesco Caputo,it ITA,FW,33.0,1.7,0,4,0,0.0,2.31,0.0,0.0,,12.3,0.0,0,0,0.9,0.9,0.22,-0.9,-0.9,Matches
Gianluca Pegolo,it ITA,GK,40.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Ruan,br BRA,DF,22.0,2.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Emil Ceide,no NOR,"FW,MF",19.0,0.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Federico Peluso,it ITA,DF,37.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Brian Oddei,it ITA,FW,18.0,0.1,0,1,0,0.0,11.25,0.0,0.0,,12.5,0.0,0,0,0.1,0.1,0.15,-0.1,-0.1,Matches
Giacomo Satalino,it ITA,GK,22.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Luigi Samele,it ITA,FW,19.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Edoardo Goldaniga,it ITA,"DF,MF",27.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,26.1,38.0,60,569,204,35.9,14.97,5.37,0.09,0.26,18.8,14.0,7,7,55.7,50.2,0.09,4.3,2.8,
Opponent Total,,,26.8,38.0,65,523,168,32.1,13.76,4.42,0.11,0.34,15.9,13.0,8,9,66.4,59.3,0.12,-1.4,-2.3,
Marco Silvestri,it ITA,GK,30.0,35.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Rodrigo Becão,br BRA,DF,25.0,34.8,2,19,5,26.3,0.55,0.14,0.11,0.4,13.5,0.0,0,0,1.0,1.0,0.05,1.0,1.0,Matches
Walace,br BRA,MF,26.0,33.0,1,47,11,23.4,1.42,0.33,0.02,0.09,25.7,0.0,0,0,1.5,1.5,0.03,-0.5,-0.5,Matches
Nahuel Molina,ar ARG,DF,23.0,29.3,7,44,16,36.4,1.5,0.55,0.16,0.44,20.5,2.0,0,0,3.8,3.8,0.09,3.2,3.2,Matches
Gerard Deulofeu,es ESP,"FW,MF",27.0,29.1,13,77,33,42.9,2.65,1.14,0.16,0.36,17.8,13.0,1,1,6.9,6.1,0.08,6.1,5.9,Matches
Iyenoma Udogie,it ITA,DF,18.0,27.5,5,27,12,44.4,0.98,0.44,0.19,0.42,13.2,0.0,0,0,4.4,4.4,0.16,0.6,0.6,Matches
Jean-Victor Makengo,fr FRA,MF,23.0,26.1,1,32,10,31.3,1.23,0.38,0.03,0.1,21.2,0.0,0,0,3.0,3.0,0.09,-2.0,-2.0,Matches
Beto,gw GNB,FW,23.0,24.1,11,64,26,40.6,2.65,1.08,0.17,0.42,13.5,0.0,0,0,12.7,12.7,0.2,-1.7,-1.7,Matches
Bram Nuytinck,nl NED,DF,31.0,22.6,1,10,3,30.0,0.44,0.13,0.1,0.33,8.9,0.0,0,0,1.2,1.2,0.12,-0.2,-0.2,Matches
Roberto Pereyra,ar ARG,"MF,FW",30.0,19.9,3,28,6,21.4,1.4,0.3,0.07,0.33,17.2,1.0,1,2,4.7,3.1,0.11,-1.7,-1.1,Matches
Tolgay Arslan,de GER,MF,30.0,18.4,1,23,9,39.1,1.25,0.49,0.04,0.11,22.8,1.0,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches
Nehuén Pérez,ar ARG,DF,21.0,18.8,0,10,1,10.0,0.53,0.05,0.0,0.0,10.5,0.0,0,0,1.1,1.1,0.12,-1.1,-1.1,Matches
Samir Santos,br BRA,DF,26.0,15.8,0,7,3,42.9,0.44,0.19,0.0,0.0,12.8,0.0,0,0,0.8,0.8,0.11,-0.8,-0.8,Matches
Pablo Marí,es ESP,DF,27.0,14.9,2,10,5,50.0,0.67,0.34,0.2,0.4,11.5,0.0,0,0,0.7,0.7,0.07,1.3,1.3,Matches
Ignacio Pussetto,ar ARG,"FW,MF",25.0,13.4,4,31,12,38.7,2.32,0.9,0.1,0.25,17.6,0.0,1,1,3.8,3.0,0.1,0.2,0.0,Matches
Isaac Success,ng NGA,"FW,MF",25.0,10.1,2,25,12,48.0,2.47,1.19,0.08,0.17,17.3,0.0,0,0,2.1,2.1,0.08,-0.1,-0.1,Matches
Jens Stryger Larsen,dk DEN,DF,30.0,7.6,0,9,4,44.4,1.18,0.53,0.0,0.0,18.6,0.0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Brandon Soppy,fr FRA,"DF,MF",19.0,8.6,0,6,2,33.3,0.69,0.23,0.0,0.0,12.0,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Marvin Zeegelaar,nl NED,DF,30.0,7.1,0,3,0,0.0,0.42,0.0,0.0,,12.5,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Mato Jajalo,ba BIH,MF,33.0,7.0,0,5,0,0.0,0.72,0.0,0.0,,21.7,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Daniele Padelli,it ITA,GK,35.0,3.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Sebastien De Maio,fr FRA,DF,34.0,2.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Lazar Samardzic,rs SRB,"MF,FW",19.0,5.4,2,17,6,35.3,3.12,1.1,0.12,0.33,24.0,1.0,0,0,1.0,1.0,0.06,1.0,1.0,Matches
Ilija Nestorovski,mk MKD,FW,31.0,2.1,1,5,1,20.0,2.39,0.48,0.2,1.0,13.6,0.0,0,0,0.8,0.8,0.16,0.2,0.2,Matches
Fernando Forestieri,it ITA,"FW,MF",31.0,0.6,2,3,2,66.7,4.66,3.1,0.67,1.0,14.1,1.0,0,0,1.1,1.1,0.37,0.9,0.9,Matches
Simone Pafundi,it ITA,FW,15.0,0.3,0,1,1,100.0,3.91,3.91,0.0,0.0,21.5,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Stefano Okaka,it ITA,FW,31.0,0.2,0,1,0,0.0,4.09,0.0,0.0,,15.0,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Filip Benković,hr CRO,"DF,FW",24.0,0.1,0,1,1,100.0,11.25,11.25,0.0,0.0,9.5,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Riccardo Pinzi,it ITA,FW,17.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,26.2,38.0,58,505,181,35.8,13.29,4.76,0.11,0.3,17.8,19.0,3,4,51.3,48.2,0.1,6.7,6.8,
Opponent Total,,,26.8,38.0,57,462,157,34.0,12.16,4.13,0.11,0.33,17.4,13.0,5,7,52.4,47.2,0.11,4.6,4.8,
Łukasz Skorupski,pl POL,GK,30.0,36.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Aaron Hickey,sct SCO,DF,19.0,31.3,5,21,13,61.9,0.67,0.41,0.24,0.38,21.3,0.0,0,0,0.9,0.9,0.04,4.1,4.1,Matches
Gary Medel,cl CHI,DF,33.0,31.4,0,2,0,0.0,0.06,0.0,0.0,,11.6,0.0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
Marko Arnautović,at AUT,FW,32.0,29.9,14,89,32,36.0,2.97,1.07,0.13,0.38,15.2,3.0,2,3,14.7,12.5,0.14,-0.7,-0.5,Matches
Roberto Soriano,it ITA,MF,30.0,29.1,0,23,8,34.8,0.79,0.27,0.0,0.0,18.9,0.0,0,0,2.1,2.1,0.09,-2.1,-2.1,Matches
Mattias Svanberg,se SWE,MF,22.0,28.5,3,39,13,33.3,1.37,0.46,0.08,0.23,21.0,2.0,0,0,2.1,2.1,0.05,0.9,0.9,Matches
Arthur Theate,be BEL,DF,21.0,26.9,2,21,6,28.6,0.78,0.22,0.1,0.33,16.7,0.0,0,0,1.5,1.5,0.07,0.5,0.5,Matches
Lorenzo De Silvestri,it ITA,DF,33.0,25.5,3,16,7,43.8,0.63,0.27,0.19,0.43,11.2,0.0,0,0,1.8,1.8,0.11,1.2,1.2,Matches
Adama Soumaoro,fr FRA,DF,29.0,25.2,0,8,2,25.0,0.32,0.08,0.0,0.0,8.3,0.0,0,0,0.9,0.9,0.11,-0.9,-0.9,Matches
Musa Barrow,gm GAM,"FW,MF",22.0,23.7,6,71,27,38.0,2.99,1.14,0.08,0.22,21.4,3.0,0,0,5.9,5.9,0.08,0.1,0.1,Matches
Nicolás Domínguez,ar ARG,MF,23.0,22.4,0,21,3,14.3,0.94,0.13,0.0,0.0,16.3,0.0,0,0,1.2,1.2,0.06,-1.2,-1.2,Matches
Riccardo Orsolini,it ITA,"FW,MF",24.0,19.8,6,51,16,31.4,2.57,0.81,0.08,0.25,18.8,5.0,2,2,6.4,4.8,0.09,-0.4,-0.8,Matches
Jerdy Schouten,nl NED,MF,24.0,15.5,1,6,1,16.7,0.39,0.06,0.17,1.0,24.2,0.0,0,0,0.2,0.2,0.03,0.8,0.8,Matches
Kevin Bonifazi,it ITA,DF,25.0,13.4,0,9,0,0.0,0.67,0.0,0.0,,14.5,0.0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
Mitchell Dijks,nl NED,"DF,FW",28.0,7.7,0,4,0,0.0,0.52,0.0,0.0,,13.7,0.0,0,0,0.7,0.7,0.16,-0.7,-0.7,Matches
Luis Binks,eng ENG,DF,19.0,7.2,0,2,0,0.0,0.28,0.0,0.0,,21.7,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Nicola Sansone,it ITA,"FW,MF",29.0,10.0,2,24,6,25.0,2.41,0.6,0.08,0.33,20.5,1.0,0,0,3.5,3.5,0.14,-1.5,-1.5,Matches
Andreas Skov Olsen,dk DEN,"FW,DF",21.0,8.3,0,7,2,28.6,0.84,0.24,0.0,0.0,14.3,0.0,0,0,0.9,0.9,0.12,-0.9,-0.9,Matches
Michel Aebischer,ch SUI,MF,24.0,4.9,0,2,2,100.0,0.41,0.41,0.0,0.0,22.7,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Emanuel Vignato,it ITA,"MF,DF",20.0,6.6,0,5,1,20.0,0.76,0.15,0.0,0.0,22.7,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Francesco Bardi,it ITA,GK,29.0,2.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Denso Kasius,nl NED,"DF,FW",18.0,2.0,0,2,1,50.0,1.0,0.5,0.0,0.0,22.2,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Ibrahima Mbaye,sn SEN,DF,26.0,1.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Nicolas Viola,it ITA,MF,31.0,1.1,0,1,0,0.0,0.88,0.0,0.0,,29.2,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Kingsley Michael,ng NGA,MF,21.0,0.8,0,1,1,100.0,1.18,1.18,0.0,0.0,35.6,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Antonio Raimondo,it ITA,FW,17.0,0.8,0,2,1,50.0,2.43,1.22,0.0,0.0,16.2,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Wisdom Amey,it ITA,DF,15.0,0.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Federico Santander,py PAR,"FW,DF",30.0,0.7,1,2,1,50.0,2.69,1.34,0.5,1.0,13.3,0.0,0,0,0.6,0.6,0.31,0.4,0.4,Matches
Diego Falcinelli,it ITA,FW,30.0,0.7,0,5,0,0.0,6.82,0.0,0.0,,15.6,0.0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
Riccardo Stivanello,it ITA,DF,17.0,0.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Kacper Urbanski,pl POL,MF,16.0,0.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Sydney van Hooijdonk,nl NED,"FW,MF",21.0,0.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Ebenezer Annan,gh GHA,DF,18.0,0.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
