Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Niklas Pyyhtiä,fi FIN,MF,17.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Takehiro Tomiyasu,jp JPN,DF,22.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Nicola Bagnolini,it ITA,GK,17.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,26.6,38.0,43,434,143,32.9,11.42,3.76,0.09,0.27,18.1,14.0,4,5,44.9,41.0,0.1,-1.9,-2.0,
Opponent Total,,,26.5,38.0,53,531,175,33.0,13.97,4.61,0.08,0.26,18.4,21.0,8,9,52.6,45.3,0.09,0.4,-0.3,
Guglielmo Vicario,it ITA,GK,24.0,38.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Andrea Pinamonti,it ITA,FW,22.0,31.9,13,86,23,26.7,2.7,0.72,0.1,0.39,15.7,1.0,4,4,12.7,9.5,0.11,0.3,-0.5,Matches
Petar Stojanović,si SVN,DF,25.0,30.4,1,11,4,36.4,0.36,0.13,0.09,0.25,21.4,0.0,0,0,0.6,0.6,0.05,0.4,0.4,Matches
Szymon Żurkowski,pl POL,MF,23.0,25.6,6,47,17,36.2,1.83,0.66,0.13,0.35,19.2,0.0,0,0,3.7,3.7,0.08,2.3,2.3,Matches
Filippo Bandinelli,it ITA,MF,26.0,21.7,2,35,11,31.4,1.61,0.51,0.06,0.18,19.9,0.0,0,0,2.2,2.2,0.06,-0.2,-0.2,Matches
Nedim Bajrami,al ALB,"MF,FW",22.0,22.8,6,51,18,35.3,2.23,0.79,0.06,0.17,21.0,8.0,3,3,6.4,4.0,0.08,-0.4,-1.0,Matches
Liam Henderson,sct SCO,MF,25.0,22.4,2,42,15,35.7,1.87,0.67,0.05,0.13,21.1,2.0,0,0,2.5,2.5,0.06,-0.5,-0.5,Matches
Sebastiano Luperto,it ITA,DF,24.0,21.8,0,9,3,33.3,0.41,0.14,0.0,0.0,14.8,0.0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
Samuele Ricci,it ITA,MF,19.0,17.0,1,8,1,12.5,0.47,0.06,0.13,1.0,27.6,0.0,0,0,0.2,0.2,0.03,0.8,0.8,Matches
Simone Romagnoli,it ITA,DF,31.0,16.6,2,5,2,40.0,0.3,0.12,0.4,1.0,6.5,0.0,0,0,1.5,1.5,0.3,0.5,0.5,Matches
Federico Di Francesco,it ITA,"FW,MF",27.0,15.2,5,26,8,30.8,1.71,0.53,0.19,0.63,18.9,0.0,0,0,2.3,2.3,0.09,2.7,2.7,Matches
Mattia Viti,it ITA,DF,19.0,16.6,0,4,0,0.0,0.24,0.0,0.0,,14.2,0.0,0,0,0.4,0.4,0.1,-0.4,-0.4,Matches
Fabiano Parisi,it ITA,DF,20.0,16.4,0,16,4,25.0,0.97,0.24,0.0,0.0,21.8,0.0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
Riccardo Marchizza,it ITA,DF,23.0,15.0,0,8,1,12.5,0.53,0.07,0.0,0.0,21.2,1.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Patrick Cutrone,it ITA,FW,23.0,15.6,3,50,14,28.0,3.21,0.9,0.06,0.21,15.8,0.0,0,0,3.7,3.7,0.07,-0.7,-0.7,Matches
Kristjan Asllani,al ALB,MF,19.0,15.0,1,17,6,35.3,1.13,0.4,0.06,0.17,25.6,2.0,0,0,0.8,0.8,0.04,0.2,0.2,Matches
Ardian Ismajli,al ALB,DF,24.0,14.1,0,5,1,20.0,0.35,0.07,0.0,0.0,14.6,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Nicolas Haas,ch SUI,MF,25.0,11.1,0,7,2,28.6,0.63,0.18,0.0,0.0,16.7,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Lorenzo Tonelli,it ITA,DF,31.0,9.7,0,7,3,42.9,0.72,0.31,0.0,0.0,11.8,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Leo Štulac,si SVN,MF,26.0,9.3,2,9,3,33.3,0.97,0.32,0.22,0.67,27.1,2.0,0,0,0.2,0.2,0.03,1.8,1.8,Matches
Riccardo Fiamozzi,it ITA,DF,28.0,6.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Liberato Cacace,nz NZL,DF,20.0,5.2,0,1,0,0.0,0.19,0.0,0.0,,15.9,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Leonardo Mancuso,it ITA,FW,29.0,4.7,1,12,5,41.7,2.54,1.06,0.08,0.2,14.3,0.0,0,0,1.9,1.9,0.16,-0.9,-0.9,Matches
Valerio Verre,it ITA,MF,27.0,3.4,0,9,4,44.4,2.61,1.16,0.0,0.0,22.2,0.0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Andrea La Mantia,it ITA,"FW,MF",30.0,5.4,2,17,3,17.6,3.14,0.55,0.12,0.67,11.1,0.0,0,0,1.8,1.8,0.11,0.2,0.2,Matches
Marco Benassi,it ITA,MF,26.0,4.2,0,7,3,42.9,1.65,0.71,0.0,0.0,18.3,0.0,0,0,0.9,0.9,0.13,-0.9,-0.9,Matches
Tommaso Baldanzi,it ITA,FW,18.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Giovanni Crociata,it ITA,FW,23.0,0.2,0,1,0,0.0,6.0,0.0,0.0,,10.8,0.0,0,0,0.1,0.1,0.15,-0.1,-0.1,Matches
Squad Total,,,24.5,38.0,47,490,151,30.8,12.89,3.97,0.08,0.26,18.5,16.0,7,7,44.9,39.3,0.08,2.1,0.7,
Opponent Total,,,27.0,38.0,64,658,209,31.8,17.32,5.5,0.09,0.28,16.8,13.0,5,10,66.0,58.4,0.09,-2.0,0.6,
Antonio Candreva,it ITA,"MF,FW",34.0,34.7,7,72,19,26.4,2.08,0.55,0.08,0.32,21.9,4.0,1,2,5.8,4.2,0.06,1.2,1.8,Matches
Bartosz Bereszyński,pl POL,DF,29.0,32.7,0,6,0,0.0,0.18,0.0,0.0,,14.6,0.0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Morten Thorsby,no NOR,MF,25.0,32.7,3,26,7,26.9,0.8,0.21,0.12,0.43,13.3,0.0,0,0,3.2,3.2,0.12,-0.2,-0.2,Matches
Francesco Caputo,it ITA,FW,33.0,31.0,11,53,28,52.8,1.71,0.9,0.21,0.39,13.1,0.0,0,1,10.3,9.3,0.18,0.7,1.7,Matches
Omar Colley,gm GAM,DF,28.0,30.5,0,11,1,9.1,0.36,0.03,0.0,0.0,10.4,0.0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
Emil Audero,it ITA,GK,24.0,28.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Tommaso Augello,it ITA,DF,26.0,26.6,1,7,2,28.6,0.26,0.08,0.14,0.5,18.3,0.0,0,0,0.4,0.4,0.06,0.6,0.6,Matches
Alex Ferrari,it ITA,DF,27.0,18.3,1,4,1,25.0,0.22,0.05,0.25,1.0,18.5,0.0,0,0,0.6,0.6,0.14,0.4,0.4,Matches
Maya Yoshida,jp JPN,DF,32.0,20.3,2,9,4,44.4,0.44,0.2,0.22,0.5,8.7,0.0,0,0,1.0,1.0,0.11,1.0,1.0,Matches
Fabio Quagliarella,it ITA,FW,38.0,18.5,4,57,11,19.3,3.08,0.59,0.05,0.27,19.5,1.0,1,1,4.3,3.5,0.06,-0.3,-0.5,Matches
Albin Ekdal,se SWE,MF,32.0,18.2,1,14,2,14.3,0.77,0.11,0.07,0.5,15.2,0.0,0,0,0.9,0.9,0.06,0.1,0.1,Matches
Manolo Gabbiadini,it ITA,"FW,MF",29.0,12.7,6,44,20,45.5,3.47,1.58,0.14,0.3,19.3,3.0,0,0,3.9,3.9,0.09,2.1,2.1,Matches
Tomás Rincón,ve VEN,MF,33.0,13.0,0,2,1,50.0,0.15,0.08,0.0,0.0,8.9,0.0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
Nicola Murru,it ITA,DF,26.0,10.9,1,3,1,33.3,0.27,0.09,0.33,1.0,16.4,0.0,0,0,0.1,0.1,0.03,0.9,0.9,Matches
Adrien Silva,pt POR,MF,32.0,12.0,0,8,2,25.0,0.66,0.17,0.0,0.0,25.9,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Stefano Sensi,it ITA,"MF,FW",25.0,8.4,1,10,4,40.0,1.19,0.48,0.1,0.25,22.1,0.0,0,0,1.1,1.1,0.11,-0.1,-0.1,Matches
Abdelhamid Sabiri,ma MAR,"MF,FW",24.0,9.9,3,16,9,56.3,1.61,0.91,0.19,0.33,23.6,3.0,0,0,1.4,1.4,0.09,1.6,1.6,Matches
Wladimiro Falcone,it ITA,GK,26.0,9.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Kristoffer Askildsen,no NOR,MF,20.0,8.4,0,7,0,0.0,0.84,0.0,0.0,,18.9,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Mikkel Damsgaard,dk DEN,"MF,FW",21.0,6.4,0,11,2,18.2,1.71,0.31,0.0,0.0,21.2,1.0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Valerio Verre,it ITA,"MF,FW",27.0,4.7,0,11,1,9.1,2.36,0.21,0.0,0.0,22.5,0.0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
Radu Drăgușin,ro ROU,DF,19.0,6.9,0,3,0,0.0,0.44,0.0,0.0,,16.1,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Ronaldo Vieira,gw GNB,MF,23.0,5.5,0,1,0,0.0,0.18,0.0,0.0,,,,0,0,,,,,,Matches
Julian Chabot,de GER,DF,23.0,5.4,0,3,1,33.3,0.55,0.18,0.0,0.0,13.1,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Giangiacomo Magnani,it ITA,DF,25.0,2.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Andrea Conti,it ITA,"DF,MF",27.0,2.6,1,4,1,25.0,1.54,0.38,0.25,1.0,12.4,0.0,0,0,0.4,0.4,0.09,0.6,0.6,Matches
Riccardo Ciervo,it ITA,"MF,DF",19.0,2.5,0,3,1,33.3,1.19,0.4,0.0,0.0,22.8,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Fabio Depaoli,it ITA,"MF,DF",24.0,1.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Ernesto Torregrossa,ve VEN,FW,29.0,1.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Simone Trimboli,it ITA,MF,19.0,0.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Sebastian Giovinco,it ITA,MF,34.0,0.4,0,1,0,0.0,2.31,0.0,0.0,,19.3,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Vladyslav Supriaha,ua UKR,FW,21.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Gerard Yepes,es ESP,"MF,DF",18.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Nicola Ravaglia,it ITA,GK,32.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,29.0,38.0,42,386,118,30.6,10.16,3.11,0.1,0.34,18.1,12.0,2,4,36.7,33.4,0.09,5.3,6.6,
Opponent Total,,,26.7,38.0,61,552,181,32.8,14.53,4.76,0.11,0.32,17.0,16.0,3,4,56.1,53.0,0.1,4.9,5.0,
Dimitris Nikolaou,gr GRE,DF,22.0,36.0,0,3,0,0.0,0.08,0.0,0.0,,23.0,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Emmanuel Gyasi,gh GHA,"FW,MF",27.0,33.7,6,38,13,34.2,1.13,0.39,0.16,0.46,15.0,0.0,0,0,5.6,5.6,0.15,0.4,0.4,Matches
Giulio Maggiore,it ITA,MF,23.0,31.3,2,42,8,19.0,1.34,0.26,0.05,0.25,20.9,0.0,0,0,4.0,4.0,0.09,-2.0,-2.0,Matches
Ivan Provedel,it ITA,GK,27.0,30.7,0,1,1,100.0,0.03,0.03,0.0,0.0,68.4,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Kelvin Amian,fr FRA,DF,23.0,29.4,1,26,7,26.9,0.88,0.24,0.04,0.14,15.1,0.0,0,0,2.6,2.6,0.1,-1.6,-1.6,Matches
Martin Erlic,hr CRO,DF,23.0,28.6,2,15,3,20.0,0.52,0.1,0.13,0.67,10.1,0.0,0,0,3.0,3.0,0.2,-1.0,-1.0,Matches
Simone Bastoni,it ITA,"MF,DF",24.0,25.4,3,28,6,21.4,1.1,0.24,0.11,0.5,24.1,0.0,0,0,1.5,1.5,0.05,1.5,1.5,Matches
Arkadiusz Reca,pl POL,DF,26.0,19.7,0,8,4,50.0,0.41,0.2,0.0,0.0,20.8,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Jakub Kiwior,pl POL,MF,21.0,21.8,0,8,4,50.0,0.37,0.18,0.0,0.0,14.4,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Daniele Verde,it ITA,"FW,MF",25.0,21.7,8,51,21,41.2,2.35,0.97,0.14,0.33,22.8,9.0,1,2,5.4,3.9,0.08,2.6,3.1,Matches
Rey Manaj,al ALB,FW,24.0,19.6,5,51,14,27.5,2.6,0.71,0.06,0.21,18.4,6.0,2,3,7.5,5.1,0.1,-2.5,-2.1,Matches
Viktor Kovalenko,ua UKR,MF,25.0,14.7,1,8,2,25.0,0.54,0.14,0.13,0.5,24.2,1.0,0,0,0.3,0.3,0.04,0.7,0.7,Matches
Salvador Ferrer,es ESP,"DF,MF",23.0,16.6,0,6,1,16.7,0.36,0.06,0.0,0.0,24.1,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Petko Hristov,bg BUL,DF,22.0,13.9,1,2,1,50.0,0.14,0.07,0.5,1.0,12.3,0.0,0,0,0.2,0.2,0.09,0.8,0.8,Matches
Jacopo Sala,it ITA,MF,29.0,9.8,1,4,2,50.0,0.41,0.2,0.25,0.5,30.5,0.0,0,0,0.1,0.1,0.03,0.9,0.9,Matches
Kevin Agudelo,co COL,"MF,FW",22.0,13.7,3,21,11,52.4,1.53,0.8,0.14,0.27,17.2,0.0,0,0,2.6,2.6,0.12,0.4,0.4,Matches
M'Bala Nzola,ao ANG,FW,24.0,11.9,2,22,13,59.1,1.85,1.1,0.09,0.15,14.0,0.0,0,0,2.4,2.4,0.11,-0.4,-0.4,Matches
Janis Antiste,fr FRA,FW,18.0,8.8,1,11,2,18.2,1.24,0.23,0.09,0.5,10.4,0.0,0,0,1.4,1.4,0.13,-0.4,-0.4,Matches
Jeroen Zoet,nl NED,GK,30.0,7.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Dávid Strelec,sk SVK,"FW,MF",20.0,5.6,1,4,3,75.0,0.72,0.54,0.25,0.33,14.0,0.0,0,0,0.5,0.5,0.12,0.5,0.5,Matches
Eddie Salcedo,it ITA,"MF,FW",19.0,4.8,0,16,4,25.0,3.36,0.84,0.0,0.0,15.2,1.0,0,0,1.5,1.5,0.09,-1.5,-1.5,Matches
Ebrima Colley,gm GAM,"FW,MF",21.0,4.4,0,12,5,41.7,2.74,1.14,0.0,0.0,21.8,0.0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
Mehdi Bourabia,ma MAR,MF,29.0,3.1,1,1,1,100.0,0.32,0.32,1.0,1.0,27.4,0.0,0,0,0.0,0.0,0.03,1.0,1.0,Matches
Suf Podgoreanu,il ISR,FW,19.0,1.3,0,1,0,0.0,0.8,0.0,0.0,,25.7,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Luca Vignali,it ITA,"DF,MF",25.0,0.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Samuel Mráz,sk SVK,FW,24.0,0.6,0,1,0,0.0,1.67,0.0,0.0,,31.7,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Aurélien Nguiamba,fr FRA,MF,22.0,0.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Aimar Sher,se SWE,MF,18.0,0.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Nicolò Bertola,it ITA,"MF,DF",18.0,0.4,0,1,1,100.0,2.57,2.57,0.0,0.0,34.3,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Petar Zovko,ba BIH,GK,19.0,0.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,24.4,38.0,38,381,127,33.3,10.03,3.34,0.09,0.28,18.7,17.0,3,5,40.1,36.2,0.1,-2.1,-1.2,
Opponent Total,,,27.0,38.0,68,630,197,31.3,16.58,5.18,0.09,0.29,18.1,24.0,10,13,64.4,54.4,0.09,3.6,3.6,
Norbert Gyömbér,sk SVK,DF,29.0,28.5,0,9,2,22.2,0.32,0.07,0.0,0.0,13.6,0.0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Lassana Coulibaly,ml MLI,MF,25.0,25.9,0,22,7,31.8,0.85,0.27,0.0,0.0,25.7,0.0,0,0,1.0,1.0,0.04,-1.0,-1.0,Matches
Luca Ranieri,it ITA,DF,22.0,23.4,1,9,4,44.4,0.39,0.17,0.11,0.25,16.6,0.0,0,0,0.6,0.6,0.07,0.4,0.4,Matches
Milan Đurić,ba BIH,FW,31.0,24.1,5,49,15,30.6,2.04,0.62,0.08,0.27,11.1,0.0,1,1,5.3,4.5,0.09,-0.3,-0.5,Matches
Vid Belec,si SVN,GK,31.0,21.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Federico Bonazzoli,it ITA,"FW,MF",24.0,20.7,10,55,20,36.4,2.65,0.96,0.15,0.4,17.8,1.0,2,2,7.5,5.9,0.11,2.5,2.1,Matches
Federico Fazio,ar ARG,DF,34.0,15.9,1,16,3,18.8,1.0,0.19,0.06,0.33,12.5,0.0,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches
Franck Ribéry,fr FRA,"MF,FW",38.0,15.8,0,12,2,16.7,0.76,0.13,0.0,0.0,18.4,2.0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
Luigi Sepe,it ITA,GK,30.0,15.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Grigoris Kastanos,cy CYP,"MF,FW",23.0,15.0,1,28,8,28.6,1.87,0.53,0.04,0.13,22.7,3.0,0,0,1.2,1.2,0.04,-0.2,-0.2,Matches
Pasquale Mazzocchi,it ITA,DF,26.0,14.1,0,5,2,40.0,0.35,0.14,0.0,0.0,23.6,1.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Francesco Di Tacchio,it ITA,MF,31.0,13.9,0,14,1,7.1,1.0,0.07,0.0,0.0,25.1,1.0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Nadir Zortea,it ITA,"DF,MF",22.0,15.7,1,16,4,25.0,1.02,0.26,0.06,0.25,23.5,0.0,0,0,0.5,0.5,0.03,0.5,0.5,Matches
Éderson,br BRA,MF,22.0,12.7,2,21,9,42.9,1.65,0.71,0.1,0.22,18.9,0.0,0,0,2.0,2.0,0.1,0.0,0.0,Matches
Joel Obi,ng NGA,"MF,DF",30.0,12.7,0,10,2,20.0,0.79,0.16,0.0,0.0,10.7,0.0,0,0,1.3,1.3,0.13,-1.3,-1.3,Matches
Riccardo Gagliolo,se SWE,DF,31.0,12.6,0,8,1,12.5,0.63,0.08,0.0,0.0,18.4,0.0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Ivan Radovanović,rs SRB,"DF,MF",32.0,11.7,1,18,5,27.8,1.54,0.43,0.06,0.2,23.3,1.0,0,0,1.0,1.0,0.05,0.0,0.0,Matches
Stefan Strandberg,no NOR,DF,31.0,10.4,0,9,2,22.2,0.87,0.19,0.0,0.0,14.6,1.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Simone Verdi,it ITA,"FW,MF",29.0,9.2,5,35,14,40.0,3.8,1.52,0.11,0.29,23.1,9.0,1,1,3.4,2.6,0.07,1.6,1.4,Matches
Wajdi Kechrida,tn TUN,"DF,MF",25.0,10.6,0,6,1,16.7,0.57,0.09,0.0,0.0,18.9,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Simeon Nwankwo,ng NGA,FW,29.0,9.4,1,20,6,30.0,2.14,0.64,0.05,0.17,10.9,0.0,0,0,3.2,3.2,0.16,-2.2,-2.2,Matches
Cedric Gondo,ci CIV,FW,24.0,7.8,1,19,8,42.1,2.45,1.03,0.05,0.13,15.8,0.0,0,0,1.7,1.7,0.09,-0.7,-0.7,Matches
Mamadou Coulibaly,sn SEN,MF,22.0,9.0,2,10,4,40.0,1.11,0.45,0.2,0.5,19.6,0.0,0,0,1.4,1.4,0.14,0.6,0.6,Matches
Emil Bohinen,no NOR,MF,22.0,7.8,0,4,3,75.0,0.52,0.39,0.0,0.0,22.7,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Matteo Ruggeri,it ITA,DF,19.0,7.5,0,3,0,0.0,0.4,0.0,0.0,,10.9,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Freddie Veseli,al ALB,DF,28.0,6.6,0,1,0,0.0,0.15,0.0,0.0,,24.0,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Andrea Schiavone,it ITA,MF,28.0,6.3,1,2,1,50.0,0.32,0.16,0.5,1.0,12.4,0.0,0,0,0.2,0.2,0.08,0.8,0.8,Matches
Radu Drăgușin,ro ROU,DF,19.0,5.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Paweł Jaroszyński,pl POL,DF,26.0,5.7,0,2,1,50.0,0.35,0.17,0.0,0.0,19.4,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Luka Bogdan,hr CRO,DF,25.0,4.4,0,2,0,0.0,0.45,0.0,0.0,,14.9,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Filippo Delli Carri,it ITA,DF,22.0,3.7,0,4,2,50.0,1.08,0.54,0.0,0.0,13.9,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Leonardo Capezzi,it ITA,MF,26.0,1.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Lys Mousset,fr FRA,"MF,FW",25.0,1.8,0,2,1,50.0,1.13,0.56,0.0,0.0,21.3,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Ramzi Aya,it ITA,DF,30.0,1.5,0,1,0,0.0,0.67,0.0,0.0,,23.6,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Diego Perotti,ar ARG,"MF,FW",33.0,3.2,0,9,2,22.2,2.82,0.63,0.0,0.0,17.7,1.0,0,1,1.4,0.6,0.07,-1.4,-0.6,Matches
Edoardo Vergani,it ITA,"FW,MF",20.0,1.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Vincenzo Fiorillo,it ITA,GK,31.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Andrei Motoc,ro ROU,DF,19.0,1.0,0,1,0,0.0,1.0,0.0,0.0,,24.2,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Mikael,br BRA,"FW,MF",22.0,1.0,0,3,0,0.0,3.1,0.0,0.0,,17.5,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Alessandro Russo,it ITA,MF,17.0,0.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Mario Perrone,it ITA,DF,18.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Julian Kristoffersen,no NOR,FW,24.0,0.1,0,1,0,0.0,12.86,0.0,0.0,,12.6,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Squad Total,,,27.7,38.0,32,426,130,30.5,11.21,3.42,0.07,0.22,18.1,20.0,4,5,36.5,32.9,0.08,-4.5,-4.9,
Opponent Total,,,26.8,38.0,76,583,214,36.7,15.34,5.63,0.12,0.33,17.1,25.0,6,8,65.2,59.1,0.1,10.8,10.9,
João Pedro,it ITA,FW,29.0,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2.0,3,4,12.3,9.3,0.11,0.7,0.7,Matches
Alessio Cragno,it ITA,GK,27.0,35.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Răzvan Marin,ro ROU,MF,25.0,31.3,0,41,7,17.1,1.31,0.22,0.0,0.0,24.8,9.0,0,0,1.8,1.8,0.04,-1.8,-1.8,Matches
Alessandro Deiola,it ITA,MF,25.0,23.7,4,26,12,46.2,1.1,0.51,0.15,0.33,20.1,0.0,0,0,2.5,2.5,0.1,1.5,1.5,Matches
Raoul Bellanova,it ITA,"DF,FW",21.0,27.7,1,23,5,21.7,0.83,0.18,0.04,0.2,15.3,0.0,0,0,1.7,1.7,0.08,-0.7,-0.7,Matches
Dalbert Henrique,br BRA,"DF,MF",27.0,23.1,0,10,1,10.0,0.43,0.04,0.0,0.0,17.3,0.0,0,0,1.5,1.5,0.15,-1.5,-1.5,Matches
Alberto Grassi,it ITA,MF,26.0,24.2,0,24,2,8.3,0.99,0.08,0.0,0.0,19.8,0.0,0,0,1.1,1.1,0.05,-1.1,-1.1,Matches
Andrea Carboni,it ITA,DF,20.0,24.6,0,10,1,10.0,0.41,0.04,0.0,0.0,13.1,0.0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
Charalambos Lykogiannis,gr GRE,"DF,FW",27.0,20.2,1,22,7,31.8,1.09,0.35,0.05,0.14,22.9,6.0,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches
Giorgio Altare,it ITA,DF,22.0,16.3,1,18,6,33.3,1.11,0.37,0.06,0.17,13.7,0.0,0,0,1.0,1.0,0.06,0.0,0.0,Matches
Nahitan Nández,uy URU,"MF,DF",25.0,16.9,0,20,2,10.0,1.18,0.12,0.0,0.0,20.5,0.0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
Luca Ceppitelli,it ITA,DF,31.0,16.1,1,6,1,16.7,0.37,0.06,0.17,1.0,11.0,0.0,0,0,0.4,0.4,0.07,0.6,0.6,Matches
