Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Francesco Di Tacchio,it ITA,MF,31.0,13.9,17.0,7,5.0,10.0,2.0,9.0,25.0,36.0,16.0,16.0,8.0,8.0,22,39.0,25.0,0.0,Matches
Nadir Zortea,it ITA,"DF,MF",22.0,15.7,21.0,15,9.0,7.0,5.0,11.0,19.0,57.9,8.0,14.0,2.0,12.0,7,28.0,33.0,0.0,Matches
Éderson,br BRA,MF,22.0,12.7,29.0,18,11.0,14.0,4.0,14.0,26.0,53.8,12.0,11.0,2.0,9.0,19,48.0,8.0,0.0,Matches
Joel Obi,ng NGA,"MF,DF",30.0,12.7,23.0,14,5.0,14.0,4.0,5.0,12.0,41.7,7.0,17.0,6.0,11.0,10,33.0,7.0,0.0,Matches
Riccardo Gagliolo,se SWE,DF,31.0,12.6,23.0,12,16.0,4.0,3.0,16.0,27.0,59.3,11.0,15.0,8.0,7.0,28,51.0,52.0,0.0,Matches
Ivan Radovanović,rs SRB,"DF,MF",32.0,11.7,11.0,7,8.0,3.0,0.0,7.0,19.0,36.8,12.0,14.0,7.0,7.0,7,18.0,29.0,0.0,Matches
Stefan Strandberg,no NOR,DF,31.0,10.4,13.0,8,10.0,3.0,0.0,8.0,11.0,72.7,3.0,15.0,13.0,2.0,9,22.0,49.0,0.0,Matches
Simone Verdi,it ITA,"FW,MF",29.0,9.2,12.0,8,5.0,2.0,5.0,9.0,20.0,45.0,11.0,4.0,0.0,4.0,3,15.0,1.0,0.0,Matches
Wajdi Kechrida,tn TUN,"DF,MF",25.0,10.6,9.0,6,6.0,3.0,0.0,8.0,13.0,61.5,5.0,10.0,2.0,8.0,8,17.0,15.0,0.0,Matches
Simeon Nwankwo,ng NGA,FW,29.0,9.4,5.0,5,0.0,4.0,1.0,4.0,10.0,40.0,6.0,8.0,3.0,5.0,3,8.0,10.0,0.0,Matches
Cedric Gondo,ci CIV,FW,24.0,7.8,5.0,2,2.0,2.0,1.0,2.0,5.0,40.0,3.0,2.0,0.0,2.0,3,8.0,2.0,0.0,Matches
Mamadou Coulibaly,sn SEN,MF,22.0,9.0,15.0,12,8.0,5.0,2.0,7.0,20.0,35.0,13.0,9.0,0.0,9.0,11,26.0,9.0,0.0,Matches
Emil Bohinen,no NOR,MF,22.0,7.8,15.0,9,4.0,9.0,2.0,10.0,20.0,50.0,10.0,17.0,3.0,14.0,12,27.0,14.0,0.0,Matches
Matteo Ruggeri,it ITA,DF,19.0,7.5,8.0,4,5.0,2.0,1.0,7.0,10.0,70.0,3.0,6.0,1.0,5.0,2,10.0,25.0,0.0,Matches
Freddie Veseli,al ALB,DF,28.0,6.6,7.0,2,4.0,3.0,0.0,5.0,6.0,83.3,1.0,10.0,5.0,5.0,4,11.0,19.0,0.0,Matches
Andrea Schiavone,it ITA,MF,28.0,6.3,14.0,8,5.0,9.0,0.0,10.0,23.0,43.5,13.0,13.0,3.0,10.0,8,22.0,12.0,0.0,Matches
Radu Drăgușin,ro ROU,DF,19.0,5.4,5.0,4,2.0,3.0,0.0,4.0,10.0,40.0,6.0,7.0,3.0,4.0,13,18.0,17.0,0.0,Matches
Paweł Jaroszyński,pl POL,DF,26.0,5.7,10.0,5,7.0,3.0,0.0,5.0,7.0,71.4,2.0,4.0,0.0,4.0,10,20.0,19.0,0.0,Matches
Luka Bogdan,hr CRO,DF,25.0,4.4,6.0,3,6.0,0.0,0.0,4.0,8.0,50.0,4.0,3.0,2.0,1.0,6,12.0,21.0,0.0,Matches
Filippo Delli Carri,it ITA,DF,22.0,3.7,6.0,4,4.0,2.0,0.0,5.0,14.0,35.7,9.0,6.0,2.0,4.0,4,10.0,14.0,0.0,Matches
Leonardo Capezzi,it ITA,MF,26.0,1.9,3.0,1,0.0,3.0,0.0,1.0,4.0,25.0,3.0,8.0,4.0,4.0,0,3.0,2.0,0.0,Matches
Lys Mousset,fr FRA,"MF,FW",25.0,1.8,1.0,0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0,1.0,0.0,0.0,Matches
Ramzi Aya,it ITA,DF,30.0,1.5,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,4.0,0.0,Matches
Diego Perotti,ar ARG,"MF,FW",33.0,3.2,11.0,5,7.0,1.0,3.0,4.0,13.0,30.8,9.0,1.0,0.0,1.0,2,13.0,6.0,0.0,Matches
Edoardo Vergani,it ITA,"FW,MF",20.0,1.1,2.0,2,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0,2.0,2.0,0.0,Matches
Vincenzo Fiorillo,it ITA,GK,31.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Matches
Andrei Motoc,ro ROU,DF,19.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,2,3.0,1.0,0.0,Matches
Mikael,br BRA,"FW,MF",22.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,Matches
Alessandro Russo,it ITA,MF,17.0,0.3,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,1.0,0.0,Matches
Mario Perrone,it ITA,DF,18.0,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Julian Kristoffersen,no NOR,FW,24.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Squad Total,,,27.7,38.0,541.0,321,274.0,208.0,59.0,277.0,579.0,47.8,302.0,394.0,146.0,248.0,353,894.0,777.0,3.0,
Opponent Total,,,26.8,38.0,602.0,341,267.0,244.0,91.0,272.0,586.0,46.4,314.0,373.0,114.0,259.0,315,917.0,702.0,12.0,
João Pedro,it ITA,FW,29.0,36.9,15.0,12,2.0,8.0,5.0,4.0,18.0,22.2,14.0,23.0,5.0,18.0,8,23.0,18.0,1.0,Matches
Alessio Cragno,it ITA,GK,27.0,35.0,3.0,3,2.0,1.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,1,4.0,14.0,1.0,Matches
Răzvan Marin,ro ROU,MF,25.0,31.3,42.0,21,16.0,22.0,4.0,24.0,54.0,44.4,30.0,23.0,5.0,18.0,10,52.0,17.0,1.0,Matches
Alessandro Deiola,it ITA,MF,25.0,23.7,47.0,22,15.0,25.0,7.0,23.0,58.0,39.7,35.0,28.0,10.0,18.0,26,73.0,45.0,0.0,Matches
Raoul Bellanova,it ITA,"DF,FW",21.0,27.7,29.0,15,14.0,12.0,3.0,6.0,27.0,22.2,21.0,39.0,8.0,31.0,21,50.0,51.0,0.0,Matches
Dalbert Henrique,br BRA,"DF,MF",27.0,23.1,43.0,23,23.0,16.0,4.0,11.0,35.0,31.4,24.0,28.0,5.0,23.0,24,67.0,34.0,0.0,Matches
Alberto Grassi,it ITA,MF,26.0,24.2,47.0,26,13.0,30.0,4.0,16.0,38.0,42.1,22.0,27.0,9.0,18.0,63,110.0,33.0,1.0,Matches
Andrea Carboni,it ITA,DF,20.0,24.6,53.0,24,33.0,16.0,4.0,19.0,42.0,45.2,23.0,42.0,15.0,27.0,27,80.0,87.0,0.0,Matches
Charalambos Lykogiannis,gr GRE,"DF,FW",27.0,20.2,19.0,12,16.0,1.0,2.0,11.0,20.0,55.0,9.0,18.0,8.0,10.0,31,50.0,73.0,0.0,Matches
Giorgio Altare,it ITA,DF,22.0,16.3,39.0,28,18.0,18.0,3.0,21.0,26.0,80.8,5.0,17.0,5.0,12.0,30,69.0,70.0,0.0,Matches
Nahitan Nández,uy URU,"MF,DF",25.0,16.9,39.0,21,16.0,15.0,8.0,18.0,33.0,54.5,15.0,16.0,1.0,15.0,9,48.0,15.0,1.0,Matches
Luca Ceppitelli,it ITA,DF,31.0,16.1,23.0,12,13.0,10.0,0.0,16.0,27.0,59.3,11.0,21.0,14.0,7.0,25,48.0,54.0,0.0,Matches
Leonardo Pavoletti,it ITA,FW,32.0,16.9,10.0,6,2.0,5.0,3.0,3.0,9.0,33.3,6.0,9.0,5.0,4.0,2,12.0,12.0,0.0,Matches
Matteo Lovato,it ITA,DF,21.0,13.8,23.0,15,13.0,10.0,0.0,8.0,20.0,40.0,12.0,21.0,10.0,11.0,28,51.0,43.0,0.0,Matches
Keita Baldé,sn SEN,FW,26.0,13.7,8.0,4,1.0,5.0,2.0,1.0,10.0,10.0,9.0,6.0,0.0,6.0,4,12.0,6.0,0.0,Matches
Gabriele Zappa,it ITA,DF,21.0,12.7,21.0,9,12.0,6.0,3.0,6.0,24.0,25.0,18.0,15.0,5.0,10.0,14,35.0,28.0,0.0,Matches
Edoardo Goldaniga,it ITA,DF,27.0,10.4,12.0,5,7.0,5.0,0.0,4.0,11.0,36.4,7.0,8.0,5.0,3.0,22,34.0,23.0,0.0,Matches
Gastón Pereiro,uy URU,"FW,MF",26.0,10.8,13.0,5,7.0,4.0,2.0,5.0,18.0,27.8,13.0,12.0,1.0,11.0,1,14.0,8.0,0.0,Matches
Martín Cáceres,uy URU,DF,34.0,9.2,13.0,7,5.0,5.0,3.0,4.0,12.0,33.3,8.0,12.0,3.0,9.0,14,27.0,21.0,0.0,Matches
Diego Godín,uy URU,DF,35.0,9.1,18.0,7,13.0,3.0,2.0,10.0,15.0,66.7,5.0,7.0,5.0,2.0,13,31.0,46.0,0.0,Matches
Kevin Strootman,nl NED,MF,31.0,7.1,8.0,4,2.0,4.0,2.0,5.0,12.0,41.7,7.0,11.0,2.0,9.0,10,18.0,15.0,0.0,Matches
Sebastian Walukiewicz,pl POL,DF,21.0,3.4,9.0,5,7.0,2.0,0.0,3.0,5.0,60.0,2.0,5.0,2.0,3.0,7,16.0,14.0,0.0,Matches
Adam Obert,sk SVK,"DF,MF",18.0,3.0,8.0,5,6.0,2.0,0.0,5.0,6.0,83.3,1.0,6.0,4.0,2.0,4,12.0,11.0,0.0,Matches
Boris Radunović,rs SRB,GK,25.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Marko Rog,hr CRO,MF,26.0,3.5,5.0,3,1.0,2.0,2.0,1.0,8.0,12.5,7.0,6.0,1.0,5.0,1,6.0,3.0,0.0,Matches
Daniele Baselli,it ITA,MF,29.0,3.2,6.0,5,3.0,1.0,2.0,1.0,5.0,20.0,4.0,2.0,0.0,2.0,2,8.0,5.0,0.0,Matches
Diego Farias,br BRA,"MF,FW",31.0,0.7,1.0,1,0.0,1.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Matches
Christian Oliva,uy URU,MF,25.0,0.5,2.0,2,2.0,0.0,0.0,1.0,4.0,25.0,3.0,0.0,0.0,0.0,0,2.0,0.0,0.0,Matches
Christos Kourfalidis,gr GRE,"MF,FW",18.0,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Matches
Paolo Faragò,it ITA,MF,28.0,0.2,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0,1.0,0.0,0.0,Matches
Luca Gagliano,it ITA,"FW,DF",21.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,1.0,0.0,Matches
Giovanni Simeone,ar ARG,FW,26.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Damir Ceter,co COL,FW,23.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Squad Total,,,26.5,38.0,557.0,303,263.0,229.0,65.0,230.0,544.0,42.3,314.0,406.0,128.0,278.0,397,954.0,747.0,5.0,
Opponent Total,,,26.7,38.0,488.0,275,209.0,212.0,67.0,227.0,479.0,47.4,252.0,390.0,117.0,273.0,306,794.0,637.0,9.0,
Salvatore Sirigu,it ITA,GK,34.0,37.0,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,1.0,19.0,2.0,Matches
Milan Badelj,hr CRO,MF,32.0,31.6,64.0,37,25.0,30.0,9.0,34.0,80.0,42.5,46.0,39.0,7.0,32.0,85,149.0,43.0,0.0,Matches
Johan Vásquez,mx MEX,DF,22.0,25.3,79.0,46,44.0,32.0,3.0,48.0,75.0,64.0,27.0,32.0,10.0,22.0,42,121.0,85.0,0.0,Matches
Stefano Sturaro,it ITA,MF,28.0,19.6,43.0,26,16.0,16.0,11.0,22.0,48.0,45.8,26.0,25.0,1.0,24.0,15,58.0,29.0,2.0,Matches
Andrea Cambiaso,it ITA,DF,21.0,19.9,46.0,20,28.0,14.0,4.0,18.0,32.0,56.3,14.0,33.0,8.0,25.0,23,69.0,37.0,1.0,Matches
Mattia Destro,it ITA,FW,30.0,19.4,9.0,4,1.0,4.0,4.0,1.0,6.0,16.7,5.0,14.0,1.0,13.0,2,11.0,16.0,0.0,Matches
Caleb Ekuban,gh GHA,"FW,MF",27.0,19.1,19.0,12,2.0,12.0,5.0,7.0,23.0,30.4,16.0,19.0,5.0,14.0,9,28.0,6.0,0.0,Matches
Domenico Criscito,it ITA,DF,34.0,18.0,37.0,21,19.0,14.0,4.0,16.0,25.0,64.0,9.0,22.0,12.0,10.0,39,76.0,57.0,0.0,Matches
Manolo Portanova,it ITA,"FW,MF",21.0,14.7,46.0,28,9.0,26.0,11.0,14.0,34.0,41.2,20.0,26.0,2.0,24.0,17,63.0,22.0,0.0,Matches
Nicolò Rovella,it ITA,MF,19.0,16.3,37.0,26,16.0,14.0,7.0,15.0,40.0,37.5,25.0,21.0,1.0,20.0,20,57.0,20.0,0.0,Matches
Silvan Hefti,ch SUI,DF,23.0,14.3,50.0,30,23.0,22.0,5.0,32.0,58.0,55.2,26.0,20.0,4.0,16.0,20,70.0,34.0,1.0,Matches
Mattia Bani,it ITA,DF,27.0,13.5,23.0,13,17.0,6.0,0.0,14.0,18.0,77.8,4.0,19.0,11.0,8.0,20,43.0,76.0,0.0,Matches
Leo Skiri Østigård,no NOR,DF,21.0,13.0,16.0,9,8.0,7.0,1.0,9.0,11.0,81.8,2.0,17.0,10.0,7.0,8,24.0,55.0,1.0,Matches
Nikola Maksimović,rs SRB,DF,29.0,12.4,14.0,6,10.0,4.0,0.0,7.0,9.0,77.8,2.0,17.0,11.0,6.0,12,26.0,61.0,1.0,Matches
Pablo Galdames Millán,cl CHI,MF,24.0,11.4,28.0,12,6.0,16.0,6.0,12.0,35.0,34.3,23.0,16.0,2.0,14.0,8,36.0,9.0,1.0,Matches
Zinho Vanheusden,be BEL,DF,22.0,11.0,18.0,6,12.0,5.0,1.0,8.0,14.0,57.1,6.0,19.0,14.0,5.0,23,41.0,42.0,0.0,Matches
Davide Biraschi,it ITA,DF,27.0,10.3,31.0,16,19.0,9.0,3.0,17.0,24.0,70.8,7.0,16.0,9.0,7.0,16,47.0,26.0,0.0,Matches
Filippo Melegoni,it ITA,"MF,FW",22.0,10.9,20.0,12,5.0,8.0,7.0,8.0,16.0,50.0,8.0,10.0,1.0,9.0,11,31.0,8.0,1.0,Matches
Kelvin Yeboah,it ITA,"FW,MF",21.0,9.4,14.0,7,5.0,7.0,2.0,9.0,19.0,47.4,10.0,22.0,1.0,21.0,1,15.0,7.0,0.0,Matches
Nadiem Amiri,de GER,"MF,FW",24.0,7.6,6.0,4,2.0,2.0,2.0,2.0,9.0,22.2,7.0,7.0,0.0,7.0,0,6.0,0.0,0.0,Matches
Goran Pandev,mk MKD,"FW,MF",38.0,9.4,2.0,0,1.0,0.0,1.0,0.0,9.0,0.0,9.0,3.0,1.0,2.0,2,4.0,0.0,0.0,Matches
Hernani,br BRA,"MF,FW",27.0,7.6,20.0,10,8.0,9.0,3.0,13.0,32.0,40.6,19.0,17.0,4.0,13.0,13,33.0,5.0,1.0,Matches
Morten Frendrup,dk DEN,"DF,MF",20.0,7.7,40.0,24,19.0,13.0,8.0,13.0,29.0,44.8,16.0,19.0,2.0,17.0,17,57.0,7.0,1.0,Matches
Albert Guðmundsson,is ISL,"FW,MF",24.0,6.7,5.0,3,2.0,1.0,2.0,3.0,8.0,37.5,5.0,2.0,0.0,2.0,5,10.0,4.0,0.0,Matches
Paolo Ghiglione,it ITA,DF,24.0,6.7,17.0,12,8.0,6.0,3.0,9.0,14.0,64.3,5.0,11.0,5.0,6.0,10,27.0,12.0,1.0,Matches
Mohamed Fares,dz ALG,"DF,FW",25.0,6.5,4.0,2,1.0,3.0,0.0,0.0,4.0,0.0,4.0,8.0,3.0,5.0,8,12.0,11.0,0.0,Matches
Andrea Masiello,it ITA,DF,35.0,5.7,5.0,3,4.0,1.0,0.0,4.0,7.0,57.1,3.0,8.0,4.0,4.0,11,16.0,20.0,1.0,Matches
Abdoulaye Touré,fr FRA,MF,27.0,4.8,12.0,4,3.0,8.0,1.0,5.0,11.0,45.5,6.0,6.0,1.0,5.0,4,16.0,6.0,0.0,Matches
Yayah Kallon,sl SLE,"FW,MF",20.0,7.1,15.0,11,5.0,6.0,4.0,3.0,11.0,27.3,8.0,7.0,1.0,6.0,1,16.0,5.0,0.0,Matches
Stefano Sabelli,it ITA,DF,28.0,3.9,6.0,3,3.0,2.0,1.0,3.0,9.0,33.3,6.0,5.0,1.0,4.0,3,9.0,12.0,0.0,Matches
Flavio Junior Bianchi,it ITA,"FW,MF",21.0,3.5,2.0,2,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,2.0,0.0,0.0,Matches
Valon Behrami,ch SUI,"MF,FW",36.0,3.5,3.0,1,0.0,2.0,1.0,0.0,7.0,0.0,7.0,4.0,1.0,3.0,1,4.0,4.0,0.0,Matches
Roberto Piccoli,it ITA,FW,20.0,2.4,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,2.0,1.0,1.0,Matches
Felipe Caicedo,ec ECU,FW,32.0,3.2,3.0,3,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,3.0,4.0,0.0,Matches
Adrian Šemper,hr CRO,GK,23.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Riccardo Calafiori,it ITA,DF,19.0,0.9,1.0,0,0.0,0.0,1.0,1.0,2.0,50.0,1.0,2.0,1.0,1.0,2,3.0,4.0,0.0,Matches
Aleksander Buksa,pl POL,FW,18.0,0.7,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Matches
Laurens Serpe,it ITA,DF,20.0,0.5,1.0,0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,1.0,1.0,0.0,Matches
Andrea Favilli,it ITA,FW,24.0,0.4,1.0,1,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,2.0,0.0,Matches
Francesco Cassata,it ITA,MF,24.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Squad Total,,,27.0,38.0,739.0,416,324.0,302.0,113.0,349.0,727.0,48.0,378.0,487.0,134.0,353.0,449,1188.0,751.0,15.0,
Opponent Total,,,26.7,38.0,651.0,370,277.0,304.0,70.0,278.0,580.0,47.9,302.0,418.0,105.0,313.0,350,1001.0,736.0,7.0,
Pietro Ceccaroni,it ITA,DF,25.0,34.7,55.0,31,33.0,18.0,4.0,25.0,36.0,69.4,11.0,45.0,32.0,13.0,30,85.0,143.0,0.0,Matches
Mattia Caldara,it ITA,DF,27.0,30.0,48.0,28,30.0,15.0,3.0,20.0,34.0,58.8,14.0,49.0,37.0,12.0,62,110.0,147.0,1.0,Matches
Ethan Ampadu,wls WAL,"MF,DF",20.0,25.4,67.0,43,37.0,27.0,3.0,24.0,58.0,41.4,34.0,49.0,19.0,30.0,51,118.0,76.0,0.0,Matches
Mattia Aramu,it ITA,"MF,FW",26.0,23.3,20.0,15,5.0,9.0,6.0,8.0,33.0,24.2,25.0,20.0,2.0,18.0,8,28.0,19.0,0.0,Matches
Ridgeciano Haps,sr SUR,DF,28.0,22.8,36.0,20,26.0,4.0,6.0,11.0,21.0,52.4,10.0,34.0,12.0,22.0,29,65.0,57.0,1.0,Matches
David Okereke,ng NGA,"FW,MF",23.0,22.8,16.0,10,4.0,9.0,3.0,3.0,20.0,15.0,17.0,19.0,3.0,16.0,10,26.0,20.0,0.0,Matches
Thomas Henry,fr FRA,FW,26.0,23.5,9.0,4,2.0,3.0,4.0,5.0,13.0,38.5,8.0,11.0,5.0,6.0,2,11.0,25.0,0.0,Matches
Gianluca Busio,us USA,MF,19.0,21.7,53.0,28,27.0,20.0,6.0,28.0,63.0,44.4,35.0,45.0,13.0,32.0,21,74.0,30.0,1.0,Matches
Domen Črnigoj,si SVN,MF,25.0,20.9,21.0,13,7.0,11.0,3.0,11.0,29.0,37.9,18.0,27.0,8.0,19.0,24,45.0,42.0,0.0,Matches
Dennis Johnsen,no NOR,"FW,MF",23.0,16.1,14.0,10,8.0,4.0,2.0,6.0,18.0,33.3,12.0,14.0,1.0,13.0,5,19.0,3.0,0.0,Matches
Niki Mäenpää,fi FIN,GK,36.0,16.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,8.0,2.0,Matches
Sergio Romero,ar ARG,GK,34.0,16.0,2.0,2,2.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1,3.0,10.0,0.0,Matches
Pasquale Mazzocchi,it ITA,DF,26.0,13.8,18.0,8,11.0,4.0,3.0,10.0,26.0,38.5,16.0,11.0,8.0,3.0,21,39.0,31.0,1.0,Matches
Antonio Vacca,it ITA,MF,31.0,11.8,36.0,20,24.0,10.0,2.0,14.0,36.0,38.9,22.0,16.0,8.0,8.0,20,56.0,16.0,0.0,Matches
Sofian Kiyine,ma MAR,"MF,FW",23.0,13.8,24.0,14,9.0,11.0,4.0,12.0,32.0,37.5,20.0,15.0,1.0,14.0,10,34.0,9.0,0.0,Matches
Michael Svoboda,at AUT,DF,22.0,13.7,33.0,17,26.0,6.0,1.0,18.0,32.0,56.3,14.0,27.0,15.0,12.0,10,43.0,61.0,5.0,Matches
Mickaël Cuisance,fr FRA,MF,21.0,10.2,23.0,9,7.0,12.0,4.0,10.0,28.0,35.7,18.0,14.0,0.0,14.0,12,35.0,5.0,0.0,Matches
Tyronne Ebuehi,ng NGA,DF,25.0,12.6,28.0,12,16.0,8.0,4.0,10.0,18.0,55.6,8.0,13.0,3.0,10.0,16,44.0,38.0,1.0,Matches
Aleš Matějů,cz CZE,DF,25.0,8.1,16.0,12,10.0,5.0,1.0,13.0,29.0,44.8,16.0,10.0,6.0,4.0,9,25.0,15.0,0.0,Matches
Tanner Tessmann,us USA,MF,19.0,7.6,11.0,5,4.0,6.0,1.0,5.0,14.0,35.7,9.0,19.0,9.0,10.0,5,16.0,22.0,0.0,Matches
Cristian Molinaro,it ITA,DF,38.0,6.1,12.0,9,10.0,2.0,0.0,5.0,7.0,71.4,2.0,7.0,2.0,5.0,6,18.0,20.0,0.0,Matches
Luca Lezzerini,it ITA,GK,26.0,5.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Matches
Luca Fiordilino,it ITA,MF,25.0,7.3,21.0,13,11.0,6.0,4.0,13.0,27.0,48.1,14.0,14.0,4.0,10.0,11,32.0,12.0,0.0,Matches
Dor Peretz,il ISR,MF,26.0,6.5,27.0,18,8.0,16.0,3.0,13.0,25.0,52.0,12.0,8.0,4.0,4.0,8,35.0,11.0,0.0,Matches
Francesco Forte,it ITA,FW,28.0,4.7,3.0,2,0.0,2.0,1.0,2.0,5.0,40.0,3.0,1.0,0.0,1.0,0,3.0,2.0,0.0,Matches
Marco Modolo,it ITA,DF,32.0,4.4,6.0,3,4.0,2.0,0.0,2.0,5.0,40.0,3.0,6.0,6.0,0.0,4,10.0,26.0,0.0,Matches
Nani,pt POR,"MF,FW",34.0,3.2,2.0,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2,4.0,0.0,1.0,Matches
Daan Heymans,be BEL,"MF,FW",22.0,2.8,3.0,1,1.0,2.0,0.0,1.0,5.0,20.0,4.0,7.0,3.0,4.0,4,7.0,3.0,0.0,Matches
Maximilian Ullmann,at AUT,DF,25.0,2.7,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,2,2.0,7.0,0.0,Matches
David Schnegg,at AUT,DF,22.0,1.6,2.0,0,1.0,1.0,0.0,1.0,3.0,33.3,2.0,4.0,0.0,4.0,3,5.0,6.0,0.0,Matches
Jean-Pierre Nsame,cm CMR,FW,28.0,2.7,1.0,1,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,Matches
Francesco Di Mariano,it ITA,FW,25.0,0.7,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,0,1.0,0.0,0.0,Matches
Arnór Sigurðsson,is ISL,"FW,MF",22.0,2.0,1.0,1,0.0,1.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,1,2.0,0.0,0.0,Matches
Hilmir Mikaelsson,is ISL,FW,17.0,0.2,2.0,0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,Matches
Jacopo Dezi,it ITA,MF,29.0,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,Matches
Nicolas Galazzi,it ITA,MF,20.0,0.2,2.0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,2.0,0.0,0.0,Matches
Issa Bah,lu LUX,FW,19.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Bjarki Bjarkason,is ISL,MF,21.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Patrick Leal,us USA,FW,18.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Squad Total,,,26.1,38.0,613.0,352,325.0,217.0,71.0,273.0,626.0,43.6,353.0,495.0,202.0,293.0,388,1001.0,865.0,13.0,
Opponent Total,,,26.8,38.0,589.0,341,251.0,246.0,92.0,276.0,576.0,47.9,300.0,377.0,82.0,295.0,370,959.0,560.0,5.0,
Robert Lewandowski,pl POL,FW,32.0,32.7,10.0,3,0.0,6.0,4.0,5.0,17.0,29.4,12.0,17.0,2.0,15.0,6,16.0,8.0,0.0,Matches
