Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Khalil Fayad,fr FRA,MF,18-323,6.2,239.0,287.0,83.3,3775.0,1031.0,120.0,134.0,89.6,94.0,106.0,88.7,16.0,32.0,50.0,2,1.0,0.4,1.0,6.0,18.0,3.0,1.0,17.0,Matches
Théo Sainte-Luce,fr FRA,DF,24-190,3.9,168.0,193.0,87.0,2512.0,894.0,90.0,97.0,92.8,65.0,73.0,89.0,7.0,13.0,53.8,1,0.6,0.7,0.4,5.0,10.0,4.0,2.0,13.0,Matches
Bingourou Kamara,sn SEN,GK,26-189,4.5,87.0,131.0,66.4,2374.0,1898.0,16.0,17.0,94.1,43.0,44.0,97.7,28.0,69.0,40.6,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Matches
Arnaud Souquet,fr FRA,"DF,FW",31-075,4.0,104.0,137.0,75.9,1509.0,690.0,65.0,75.0,86.7,29.0,40.0,72.5,4.0,10.0,40.0,0,0.5,0.3,-0.5,3.0,7.0,1.0,1.0,10.0,Matches
Béni Makouana,cg CGO,"FW,MF",20-212,2.2,15.0,38.0,39.5,146.0,43.0,10.0,20.0,50.0,2.0,10.0,20.0,0.0,0.0,,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Matches
Matis Carvalho,pt POR,GK,24-000,1.5,21.0,53.0,39.6,924.0,794.0,1.0,1.0,100.0,5.0,5.0,100.0,15.0,46.0,32.6,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches
Cheikh Faye,sn SEN,FW,24-091,0.4,5.0,9.0,55.6,62.0,17.0,4.0,4.0,100.0,1.0,2.0,50.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sacha Delaye,fr FRA,"FW,MF",21-005,0.2,8.0,14.0,57.1,86.0,52.0,6.0,8.0,75.0,1.0,3.0,33.3,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches
Axel Gueguin,fr FRA,"FW,MF",18-035,0.2,6.0,9.0,66.7,88.0,35.0,4.0,5.0,80.0,2.0,2.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pedro Mendes,pt POR,DF,32-209,0.1,1.0,3.0,33.3,10.0,0.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,26.7,32.0,10369.0,13630.0,76.1,185914.0,71997.0,4552.0,5428.0,83.9,4133.0,4935.0,83.7,1227.0,2392.0,51.3,31,26.7,24.2,4.3,248.0,765.0,185.0,52.0,1058.0,
Opponent Total,,,27.4,32.0,13097.0,16256.0,80.6,234318.0,86336.0,5724.0,6628.0,86.4,5424.0,6339.0,85.6,1485.0,2430.0,61.1,34,31.8,36.3,2.2,311.0,1203.0,272.0,67.0,1491.0,
Birama Touré,ml MLI,MF,30-326,31.8,1033.0,1301.0,79.4,20261.0,6144.0,376.0,442.0,85.1,432.0,505.0,85.5,178.0,259.0,68.7,0,0.1,0.7,-0.1,3.0,96.0,9.0,0.0,118.0,Matches
Jubal,br BRA,DF,29-242,29.7,906.0,1118.0,81.0,20143.0,6683.0,233.0,283.0,82.3,482.0,532.0,90.6,172.0,278.0,61.9,1,0.4,0.7,0.6,3.0,59.0,4.0,2.0,59.0,Matches
Rayan Raveloson,mg MAD,"DF,MF",26-102,21.1,676.0,840.0,80.5,12804.0,4659.0,256.0,293.0,87.4,312.0,375.0,83.2,83.0,130.0,63.8,1,0.9,1.0,0.1,12.0,56.0,11.0,6.0,73.0,Matches
Gideon Mensah,gh GHA,DF,24-284,20.1,872.0,1140.0,76.5,15059.0,5768.0,425.0,486.0,87.4,352.0,437.0,80.5,75.0,156.0,48.1,0,1.2,1.5,-1.2,18.0,80.0,16.0,8.0,90.0,Matches
Benoît Costil,fr FRA,GK,35-299,19.0,414.0,593.0,69.8,13801.0,10403.0,54.0,54.0,100.0,173.0,179.0,96.6,186.0,357.0,52.1,0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,Matches
Hamza Sakhi,ma MAR,MF,26-325,17.7,717.0,896.0,80.0,14271.0,4287.0,261.0,293.0,89.1,284.0,338.0,84.0,136.0,205.0,66.3,2,3.0,2.9,-1.0,34.0,94.0,21.0,7.0,130.0,Matches
Julian Jeanvier,gn GUI,DF,31-028,17.5,595.0,718.0,82.9,11931.0,4158.0,197.0,231.0,85.3,303.0,335.0,90.4,82.0,130.0,63.1,0,0.0,0.1,0.0,1.0,17.0,0.0,0.0,24.0,Matches
Nuno da Costa,cv CPV,"FW,MF",32-077,17.5,205.0,296.0,69.3,3354.0,1015.0,94.0,136.0,69.1,65.0,87.0,74.7,25.0,33.0,75.8,3,2.6,1.9,0.4,18.0,15.0,10.0,4.0,26.0,Matches
Gauthier Hein,fr FRA,"MF,FW",26-264,15.9,455.0,587.0,77.5,8033.0,1905.0,216.0,247.0,87.4,145.0,184.0,78.8,66.0,115.0,57.4,0,2.7,1.9,-2.7,24.0,41.0,12.0,3.0,57.0,Matches
Mathias Autret,fr FRA,"MF,FW",32-058,14.3,449.0,593.0,75.7,9256.0,2829.0,171.0,203.0,84.2,174.0,217.0,80.2,92.0,140.0,65.7,2,2.0,2.0,0.0,27.0,61.0,16.0,4.0,76.0,Matches
M'Baye Niang,sn SEN,FW,28-130,14.4,171.0,271.0,63.1,2633.0,637.0,91.0,134.0,67.9,59.0,87.0,67.8,12.0,20.0,60.0,0,0.3,0.6,-0.3,3.0,10.0,7.0,1.0,27.0,Matches
Lassine Sinayoko,ml MLI,"MF,FW",23-141,15.1,358.0,484.0,74.0,5151.0,1526.0,199.0,256.0,77.7,113.0,149.0,75.8,20.0,36.0,55.6,2,1.9,1.2,0.1,16.0,30.0,24.0,6.0,63.0,Matches
Gaëtan Perrin,fr FRA,"MF,FW",26-325,13.9,283.0,386.0,73.3,5202.0,1622.0,126.0,156.0,80.8,107.0,141.0,75.9,39.0,59.0,66.1,1,1.8,1.1,-0.8,24.0,36.0,13.0,3.0,60.0,Matches
Akim Zedadka,dz ALG,DF,27-333,13.2,422.0,551.0,76.6,6649.0,2207.0,211.0,249.0,84.7,171.0,222.0,77.0,23.0,51.0,45.1,0,0.8,0.8,-0.8,10.0,27.0,11.0,6.0,41.0,Matches
Souleymane Touré,fr FRA,DF,20-031,12.8,441.0,520.0,84.8,8717.0,2630.0,132.0,163.0,81.0,236.0,255.0,92.5,61.0,82.0,74.4,0,0.2,0.2,-0.2,5.0,25.0,2.0,0.0,29.0,Matches
Ionuț Radu,ro ROU,GK,25-335,11.0,219.0,388.0,56.4,7197.0,5587.0,22.0,22.0,100.0,97.0,97.0,100.0,98.0,264.0,37.1,0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,Matches
Paul Joly,fr FRA,DF,22-325,9.6,514.0,652.0,78.8,9641.0,3372.0,218.0,247.0,88.3,201.0,237.0,84.8,75.0,127.0,59.1,0,0.3,0.6,-0.3,7.0,34.0,13.0,8.0,41.0,Matches
Youssouf M'Changama,km COM,MF,32-242,10.2,331.0,425.0,77.9,5738.0,1522.0,153.0,181.0,84.5,126.0,144.0,87.5,36.0,75.0,48.0,0,0.8,1.1,-0.8,9.0,30.0,7.0,2.0,39.0,Matches
Han-Noah Massengo,fr FRA,MF,21-295,7.9,205.0,250.0,82.0,3420.0,909.0,87.0,102.0,85.3,87.0,97.0,89.7,19.0,25.0,76.0,0,0.5,0.8,-0.5,7.0,17.0,9.0,2.0,23.0,Matches
Matthis Abline,fr FRA,FW,20-031,7.8,61.0,91.0,67.0,1034.0,220.0,23.0,32.0,71.9,28.0,36.0,77.8,5.0,11.0,45.5,1,0.7,0.2,0.3,4.0,6.0,3.0,1.0,7.0,Matches
Quentin Bernard,fr FRA,DF,33-295,7.0,324.0,417.0,77.7,5848.0,2976.0,147.0,160.0,91.9,122.0,154.0,79.2,44.0,83.0,53.0,1,0.6,0.5,0.4,7.0,31.0,6.0,4.0,27.0,Matches
Alexandre Coeff,fr FRA,DF,31-067,6.5,287.0,353.0,81.3,6143.0,2229.0,72.0,88.0,81.8,165.0,183.0,90.2,44.0,68.0,64.7,1,0.3,0.1,0.7,1.0,19.0,1.0,0.0,26.0,Matches
Siriki Dembélé,ci CIV,MF,26-233,3.3,57.0,72.0,79.2,803.0,225.0,31.0,37.0,83.8,20.0,25.0,80.0,2.0,5.0,40.0,0,0.7,0.7,-0.7,5.0,2.0,6.0,1.0,6.0,Matches
Gaëtan Charbonnier,fr FRA,"FW,MF",34-122,2.8,79.0,89.0,88.8,1359.0,298.0,36.0,42.0,85.7,33.0,36.0,91.7,7.0,7.0,100.0,0,0.2,0.1,-0.2,3.0,5.0,5.0,0.0,11.0,Matches
Kenji-Van Boto,mg MAD,DF,27-052,2.0,48.0,69.0,69.6,770.0,376.0,25.0,33.0,75.8,19.0,27.0,70.4,2.0,5.0,40.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Matches
Donovan Léon,gf GUF,GK,30-176,2.0,38.0,79.0,48.1,1559.0,1309.0,4.0,4.0,100.0,10.0,10.0,100.0,23.0,64.0,35.9,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,Matches
Brayann Pereira,fr FRA,DF,19-342,2.0,56.0,79.0,70.9,812.0,282.0,32.0,38.0,84.2,21.0,32.0,65.6,3.0,6.0,50.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,Matches
Dénys Bain,fr FRA,DF,29-300,1.4,52.0,56.0,92.9,909.0,276.0,18.0,18.0,100.0,32.0,36.0,88.9,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,Matches
Kays Ruiz,ma MAR,MF,20-245,0.7,26.0,29.0,89.7,233.0,40.0,20.0,20.0,100.0,3.0,4.0,75.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rémy Dugimont,fr FRA,"FW,MF",36-301,1.2,40.0,59.0,67.8,615.0,122.0,17.0,27.0,63.0,14.0,20.0,70.0,4.0,5.0,80.0,1,0.3,0.1,0.7,3.0,3.0,1.0,0.0,8.0,Matches
Ousmane Camara,gn GUI,"FW,MF",21-176,0.3,7.0,8.0,87.5,157.0,60.0,1.0,1.0,100.0,5.0,5.0,100.0,1.0,2.0,50.0,0,0.2,0.1,-0.2,1.0,1.0,1.0,1.0,2.0,Matches
Théo Pellenard,fr FRA,DF,29-055,0.2,1.0,4.0,25.0,22.0,4.0,0.0,0.0,,1.0,2.0,50.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kévin Danois,fr FRA,MF,18-304,0.0,1.0,1.0,100.0,8.0,9.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,28.2,32.0,10343.0,13415.0,77.1,203533.0,76289.0,3949.0,4679.0,84.4,4392.0,5188.0,84.7,1615.0,2802.0,57.6,16,22.2,21.0,-6.2,246.0,827.0,208.0,69.0,1073.0,
Opponent Total,,,27.0,32.0,14355.0,17662.0,81.3,251733.0,88276.0,6312.0,7232.0,87.3,6116.0,7073.0,86.5,1391.0,2406.0,57.8,37,35.0,33.0,2.0,277.0,1237.0,267.0,68.0,1511.0,
Matz Sels,be BEL,GK,31-061,32.0,565.0,857.0,65.9,16289.0,12658.0,112.0,114.0,98.2,239.0,243.0,98.4,210.0,494.0,42.5,0,0.3,0.0,-0.3,1.0,15.0,0.0,0.0,0.0,Matches
Alexander Djiku,gh GHA,DF,28-262,27.0,1095.0,1360.0,80.5,23158.0,9629.0,290.0,342.0,84.8,614.0,706.0,87.0,174.0,274.0,63.5,2,0.7,1.2,1.3,10.0,111.0,13.0,4.0,129.0,Matches
Habib Diallo,sn SEN,FW,27-314,26.1,324.0,487.0,66.5,4377.0,775.0,201.0,291.0,69.1,87.0,117.0,74.4,12.0,17.0,70.6,0,2.4,2.9,-2.4,21.0,23.0,9.0,1.0,30.0,Matches
Kévin Gameiro,fr FRA,FW,35-354,22.1,552.0,701.0,78.7,7412.0,1309.0,329.0,384.0,85.7,165.0,210.0,78.6,18.0,24.0,75.0,0,3.1,3.2,-3.1,24.0,34.0,22.0,3.0,67.0,Matches
Jean-Ricner Bellegarde,fr FRA,MF,24-305,21.0,758.0,1008.0,75.2,13391.0,4109.0,329.0,388.0,84.8,320.0,390.0,82.1,85.0,177.0,48.0,5,4.0,4.8,1.0,44.0,74.0,41.0,18.0,122.0,Matches
Ismaël Doukouré,fr FRA,DF,19-278,20.2,693.0,854.0,81.1,13093.0,4995.0,274.0,310.0,88.4,320.0,366.0,87.4,80.0,143.0,55.9,1,0.4,0.8,0.6,3.0,82.0,8.0,1.0,84.0,Matches
Maxime Le Marchand,fr FRA,DF,33-199,18.4,783.0,1000.0,78.3,15166.0,6374.0,302.0,343.0,88.0,366.0,425.0,86.1,97.0,199.0,48.7,0,0.3,0.4,-0.3,2.0,76.0,8.0,3.0,81.0,Matches
Dimitri Liénard,fr FRA,"DF,MF",35-074,16.4,686.0,932.0,73.6,12931.0,3863.0,281.0,328.0,85.7,279.0,351.0,79.5,102.0,214.0,47.7,0,2.0,2.5,-2.0,30.0,48.0,25.0,9.0,66.0,Matches
Sanjin Prcić,ba BIH,MF,29-159,17.5,836.0,1001.0,83.5,16262.0,4629.0,320.0,361.0,88.6,357.0,402.0,88.8,136.0,197.0,69.0,1,0.8,1.4,0.2,12.0,83.0,10.0,2.0,108.0,Matches
Gerzino Nyamsi,fr FRA,DF,26-096,15.4,626.0,748.0,83.7,12681.0,4336.0,176.0,202.0,87.1,375.0,413.0,90.8,68.0,118.0,57.6,1,0.1,0.3,0.9,2.0,51.0,6.0,0.0,64.0,Matches
Jean-Eudes Aholou,ci CIV,MF,29-039,13.6,412.0,545.0,75.6,6880.0,1890.0,188.0,234.0,80.3,167.0,212.0,78.8,35.0,63.0,55.6,1,0.9,1.2,0.1,9.0,48.0,9.0,1.0,43.0,Matches
Lucas Perrin,fr FRA,DF,24-160,14.8,501.0,615.0,81.5,9899.0,4099.0,166.0,187.0,88.8,255.0,295.0,86.4,69.0,114.0,60.5,0,0.7,1.3,-0.7,6.0,47.0,7.0,1.0,40.0,Matches
Mouhamadou Diarra,sn SEN,"MF,FW",19-115,12.6,343.0,464.0,73.9,5708.0,1474.0,149.0,183.0,81.4,144.0,178.0,80.9,28.0,60.0,46.7,2,1.4,2.3,0.6,12.0,33.0,14.0,6.0,44.0,Matches
Thomas Delaine,fr FRA,"DF,MF",31-035,11.4,339.0,516.0,65.7,5265.0,1950.0,167.0,208.0,80.3,146.0,208.0,70.2,14.0,59.0,23.7,2,1.4,2.4,0.6,9.0,14.0,18.0,13.0,21.0,Matches
Morgan Sanson,fr FRA,MF,28-253,10.1,235.0,327.0,71.9,3943.0,1297.0,108.0,134.0,80.6,90.0,122.0,73.8,23.0,41.0,56.1,2,1.5,1.5,0.5,13.0,29.0,11.0,2.0,36.0,Matches
Frederic Guilbert,fr FRA,DF,28-125,10.2,389.0,568.0,68.5,6840.0,2721.0,177.0,223.0,79.4,163.0,217.0,75.1,36.0,95.0,37.9,0,0.8,0.9,-0.8,11.0,20.0,9.0,6.0,36.0,Matches
Adrien Thomasson,fr FRA,MF,29-139,10.4,429.0,524.0,81.9,6717.0,1586.0,214.0,251.0,85.3,161.0,191.0,84.3,29.0,41.0,70.7,2,1.9,1.9,0.1,17.0,25.0,13.0,2.0,41.0,Matches
Ibrahima Sissoko,fr FRA,MF,25-183,11.2,344.0,466.0,73.8,5519.0,1525.0,172.0,219.0,78.5,133.0,171.0,77.8,25.0,40.0,62.5,1,0.3,0.5,0.7,5.0,28.0,9.0,3.0,42.0,Matches
Ludovic Ajorque,fr FRA,FW,29-062,8.6,178.0,255.0,69.8,2614.0,397.0,103.0,137.0,75.2,55.0,79.0,69.6,11.0,16.0,68.8,0,0.9,0.8,-0.9,10.0,10.0,6.0,0.0,13.0,Matches
Colin Dagba,fr FRA,"DF,MF",24-231,8.3,315.0,394.0,79.9,4340.0,1647.0,202.0,226.0,89.4,95.0,121.0,78.5,9.0,25.0,36.0,0,0.7,0.8,-0.7,11.0,22.0,13.0,8.0,26.0,Matches
Eduard Sobol,ua UKR,DF,28-008,7.8,226.0,298.0,75.8,3705.0,1283.0,120.0,136.0,88.2,81.0,114.0,71.1,17.0,35.0,48.6,1,0.4,0.3,0.6,5.0,19.0,4.0,1.0,22.0,Matches
Ronaël Pierre-Gabriel,fr FRA,DF,24-319,7.3,287.0,364.0,78.8,4660.0,1705.0,141.0,164.0,86.0,122.0,146.0,83.6,14.0,30.0,46.7,1,0.8,0.7,0.2,4.0,26.0,3.0,3.0,22.0,Matches
Lebo Mothiba,za RSA,"FW,MF",27-090,4.8,73.0,96.0,76.0,944.0,135.0,40.0,47.0,85.1,25.0,32.0,78.1,1.0,6.0,16.7,0,0.1,0.1,-0.1,1.0,5.0,1.0,0.0,7.0,Matches
Nordine Kandil,fr FRA,"MF,FW",21-179,1.1,44.0,61.0,72.1,565.0,140.0,27.0,31.0,87.1,13.0,21.0,61.9,1.0,3.0,33.3,1,0.8,0.8,0.2,2.0,4.0,2.0,0.0,6.0,Matches
Franci Bouebari,fr FRA,DF,19-228,0.8,13.0,23.0,56.5,195.0,77.0,8.0,12.0,66.7,5.0,8.0,62.5,0.0,2.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches
Karol Fila,pl POL,DF,24-319,0.5,33.0,41.0,80.5,464.0,131.0,15.0,17.0,88.2,16.0,19.0,84.2,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,Matches
Yuito Suzuki,jp JPN,FW,21-185,0.2,4.0,5.0,80.0,70.0,23.0,2.0,3.0,66.7,2.0,2.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Matches
Dany Jean,ht HAI,"DF,MF",20-151,0.1,4.0,9.0,44.4,46.0,26.0,2.0,5.0,40.0,1.0,3.0,33.3,0.0,0.0,,0,0.0,0.1,0.0,1.0,0.0,1.0,0.0,2.0,Matches
Marvin Senaya,tg TOG,DF,22-090,0.1,4.0,5.0,80.0,77.0,58.0,2.0,2.0,100.0,1.0,1.0,100.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Matches
Squad Total,,,28.3,32.0,11091.0,14524.0,76.4,203211.0,74841.0,4617.0,5482.0,84.2,4797.0,5763.0,83.2,1295.0,2490.0,52.0,23,26.6,33.3,-3.6,266.0,933.0,265.0,87.0,1158.0,
Opponent Total,,,27.1,32.0,13734.0,17232.0,79.7,250713.0,85783.0,5694.0,6661.0,85.5,5915.0,6896.0,85.8,1615.0,2711.0,59.6,30,31.8,30.2,-1.8,259.0,1052.0,229.0,62.0,1272.0,
Alban Lafont,fr FRA,GK,24-095,31.0,715.0,1009.0,70.9,21639.0,16509.0,100.0,101.0,99.0,336.0,345.0,97.4,278.0,560.0,49.6,0,0.1,0.1,-0.1,1.0,11.0,1.0,0.0,1.0,Matches
Andrei Girotto,br BRA,"DF,MF",31-070,29.4,1273.0,1526.0,83.4,25905.0,8513.0,416.0,464.0,89.7,621.0,704.0,88.2,203.0,301.0,67.4,1,1.9,0.9,-0.9,13.0,120.0,5.0,2.0,126.0,Matches
Moses Simon,ng NGA,"FW,MF",27-290,23.5,416.0,652.0,63.8,6848.0,1874.0,211.0,268.0,78.7,154.0,237.0,65.0,36.0,92.0,39.1,4,3.4,3.8,0.6,39.0,30.0,29.0,16.0,53.0,Matches
Ludovic Blas,fr FRA,"MF,FW",25-118,26.1,829.0,1041.0,79.6,15383.0,3366.0,344.0,393.0,87.5,349.0,413.0,84.5,106.0,177.0,59.9,4,4.7,4.4,-0.7,41.0,79.0,25.0,7.0,134.0,Matches
Jean-Charles Castelletto,cm CMR,DF,28-092,22.5,945.0,1140.0,82.9,17777.0,6899.0,345.0,402.0,85.8,475.0,530.0,89.6,99.0,167.0,59.3,0,0.1,0.8,-0.1,2.0,80.0,5.0,3.0,95.0,Matches
Pedro Chirivella,es ESP,MF,25-340,21.0,1117.0,1310.0,85.3,20629.0,5980.0,473.0,508.0,93.1,446.0,501.0,89.0,154.0,232.0,66.4,1,1.6,0.8,-0.6,22.0,176.0,10.0,1.0,164.0,Matches
Nicolas Pallois,fr FRA,DF,35-221,21.0,847.0,1002.0,84.5,17963.0,6508.0,241.0,266.0,90.6,450.0,494.0,91.1,145.0,221.0,65.6,0,0.3,1.0,-0.3,2.0,78.0,5.0,1.0,69.0,Matches
Samuel Moutoussamy,cd COD,MF,26-259,20.7,853.0,988.0,86.3,14621.0,3962.0,367.0,409.0,89.7,371.0,411.0,90.3,77.0,102.0,75.5,2,0.8,1.2,1.2,15.0,96.0,9.0,1.0,120.0,Matches
Moussa Sissoko,fr FRA,MF,33-255,19.7,587.0,729.0,80.5,9634.0,2984.0,273.0,329.0,83.0,242.0,281.0,86.1,42.0,63.0,66.7,0,0.9,1.0,-0.9,17.0,75.0,9.0,5.0,99.0,Matches
Mostafa Mohamed,eg EGY,FW,25-151,18.6,194.0,320.0,60.6,2699.0,594.0,103.0,164.0,62.8,58.0,88.0,65.9,14.0,22.0,63.6,2,1.7,1.0,0.3,15.0,16.0,5.0,1.0,21.0,Matches
Quentin Merlin,fr FRA,DF,20-347,15.0,728.0,973.0,74.8,13782.0,5018.0,298.0,344.0,86.6,317.0,405.0,78.3,95.0,187.0,50.8,2,2.4,2.5,-0.4,27.0,60.0,16.0,11.0,73.0,Matches
Fabien Centonze,fr FRA,DF,27-102,15.3,608.0,793.0,76.7,9748.0,4024.0,304.0,358.0,84.9,236.0,299.0,78.9,43.0,86.0,50.0,0,0.6,0.7,-0.6,9.0,55.0,16.0,9.0,91.0,Matches
Evann Guessand,fr FRA,"FW,MF",21-301,13.1,182.0,287.0,63.4,2657.0,855.0,101.0,141.0,71.6,62.0,98.0,63.3,10.0,27.0,37.0,2,1.3,1.0,0.7,12.0,17.0,12.0,2.0,34.0,Matches
Ignatius Ganago,cm CMR,"FW,MF",24-071,13.9,175.0,281.0,62.3,2536.0,524.0,105.0,147.0,71.4,46.0,77.0,59.7,12.0,27.0,44.4,3,1.6,1.5,1.4,9.0,14.0,3.0,0.0,17.0,Matches
Dennis Appiah,fr FRA,"DF,MF",30-323,8.8,339.0,468.0,72.4,5590.0,2196.0,152.0,191.0,79.6,154.0,204.0,75.5,22.0,53.0,41.5,0,0.2,0.3,-0.2,4.0,30.0,7.0,4.0,39.0,Matches
Florent Mollet,fr FRA,MF,31-160,8.7,317.0,409.0,77.5,5182.0,1638.0,144.0,163.0,88.3,124.0,151.0,82.1,30.0,63.0,47.6,2,2.6,1.9,-0.6,19.0,30.0,8.0,3.0,54.0,Matches
Jaouen Hadjam,dz ALG,DF,20-033,8.1,336.0,420.0,80.0,5303.0,1744.0,170.0,190.0,89.5,136.0,169.0,80.5,20.0,39.0,51.3,1,0.3,0.3,0.7,7.0,28.0,11.0,5.0,41.0,Matches
Sébastien Corchia,fr FRA,DF,32-178,8.7,257.0,371.0,69.3,4354.0,1895.0,120.0,150.0,80.0,103.0,151.0,68.2,23.0,45.0,51.1,1,0.3,0.4,0.7,5.0,18.0,7.0,5.0,29.0,Matches
João Victor,br BRA,DF,24-285,6.9,270.0,328.0,82.3,5170.0,1293.0,97.0,118.0,82.2,135.0,153.0,88.2,34.0,49.0,69.4,1,0.4,0.2,0.6,1.0,15.0,3.0,2.0,29.0,Matches
Andy Delort,dz ALG,FW,31-201,4.8,67.0,128.0,52.3,1098.0,274.0,36.0,67.0,53.7,20.0,33.0,60.6,8.0,20.0,40.0,0,0.7,0.6,-0.7,9.0,6.0,5.0,3.0,9.0,Matches
Charles Traore,ml MLI,DF,31-117,3.6,133.0,167.0,79.6,2421.0,1006.0,50.0,57.0,87.7,61.0,74.0,82.4,15.0,25.0,60.0,0,0.5,0.4,-0.5,2.0,10.0,3.0,2.0,7.0,Matches
Marcus Coco,fr FRA,"DF,FW",26-308,3.9,115.0,158.0,72.8,1777.0,622.0,68.0,84.0,81.0,33.0,43.0,76.7,10.0,22.0,45.5,0,0.6,0.5,-0.6,4.0,7.0,4.0,3.0,16.0,Matches
Fábio,br BRA,"DF,MF",32-293,2.5,87.0,117.0,74.4,1376.0,431.0,47.0,57.0,82.5,34.0,44.0,77.3,4.0,11.0,36.4,0,0.6,0.7,-0.6,4.0,5.0,5.0,1.0,11.0,Matches
Rémy Descamps,fr FRA,GK,26-307,1.0,22.0,26.0,84.6,684.0,521.0,2.0,2.0,100.0,10.0,10.0,100.0,9.0,13.0,69.2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches
Abdoul Kader Bamba,fr FRA,"FW,MF",28-338,0.9,36.0,44.0,81.8,485.0,148.0,16.0,20.0,80.0,15.0,17.0,88.2,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,Matches
Nathan Zeze,fr FRA,DF,17-314,0.7,18.0,26.0,69.2,325.0,104.0,4.0,5.0,80.0,12.0,17.0,70.6,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches
Lohann Doucet,fr FRA,"MF,FW",20-226,1.0,67.0,79.0,84.8,1244.0,307.0,24.0,30.0,80.0,34.0,35.0,97.1,7.0,11.0,63.6,0,0.2,0.0,-0.2,1.0,3.0,1.0,0.0,9.0,Matches
Mohamed Achi,fr FRA,FW,21-102,0.4,18.0,21.0,85.7,274.0,76.0,7.0,7.0,100.0,10.0,12.0,83.3,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,Matches
Stredair Appuah,fr FRA,MF,18-305,0.2,7.0,9.0,77.8,96.0,11.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,2.0,50.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Matches
Squad Total,,,27.5,32.0,11558.0,14822.0,78.0,217200.0,79876.0,4622.0,5439.0,85.0,5045.0,5997.0,84.1,1498.0,2621.0,57.2,26,27.6,26.1,-1.6,283.0,1064.0,204.0,87.0,1348.0,
Opponent Total,,,27.1,32.0,13709.0,16969.0,80.8,235996.0,90625.0,6251.0,7144.0,87.5,5728.0,6641.0,86.3,1212.0,2239.0,54.1,24,30.0,31.9,-6.0,295.0,1168.0,293.0,53.0,1485.0,
Marco Bizot,nl NED,GK,32-049,31.0,671.0,918.0,73.1,20664.0,14834.0,74.0,74.0,100.0,341.0,345.0,98.8,254.0,496.0,51.2,0,0.0,0.1,0.0,0.0,11.0,1.0,0.0,0.0,Matches
