Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Elif Elmas,mk MKD,"FW,MF",21.0,18.0,705.0,817.0,86.3,8943.0,1883.0,473.0,514.0,92.0,160.0,180.0,88.9,28.0,45.0,62.2,4,1.8,1.7,2.2,24.0,54.0,17.0,0.0,53.0,Matches
Diego Demme,de GER,MF,29.0,7.7,539.0,596.0,90.4,8082.0,2155.0,304.0,319.0,95.3,181.0,200.0,90.5,33.0,49.0,67.3,0,0.4,0.5,-0.4,5.0,43.0,7.0,2.0,44.0,Matches
Alex Meret,it ITA,GK,24.0,6.9,176.0,197.0,89.3,4020.0,2763.0,51.0,51.0,100.0,75.0,76.0,98.7,49.0,67.0,73.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alessandro Zanoli,it ITA,DF,20.0,5.1,231.0,286.0,80.8,3374.0,1189.0,133.0,147.0,90.5,80.0,98.0,81.6,11.0,20.0,55.0,0,0.1,0.3,-0.1,2.0,9.0,5.0,1.0,17.0,Matches
Andrea Petagna,it ITA,FW,26.0,6.5,114.0,162.0,70.4,1523.0,233.0,73.0,93.0,78.5,27.0,38.0,71.1,4.0,10.0,40.0,1,1.7,1.1,-0.7,10.0,5.0,3.0,0.0,11.0,Matches
Faouzi Ghoulam,dz ALG,DF,30.0,3.7,229.0,280.0,81.8,3403.0,1029.0,126.0,134.0,94.0,72.0,86.0,83.7,14.0,36.0,38.9,0,0.4,0.4,-0.4,7.0,24.0,4.0,1.0,19.0,Matches
Kostas Manolas,gr GRE,DF,30.0,3.5,223.0,234.0,95.3,4147.0,1502.0,86.0,88.0,97.7,114.0,119.0,95.8,22.0,24.0,91.7,0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,13.0,Matches
Kévin Malcuit,ma MAR,"DF,MF",30.0,3.2,110.0,156.0,70.5,1710.0,723.0,61.0,74.0,82.4,40.0,52.0,76.9,8.0,19.0,42.1,1,0.2,0.3,0.8,2.0,7.0,3.0,1.0,11.0,Matches
Adam Ounas,dz ALG,"MF,FW",24.0,3.6,158.0,204.0,77.5,2975.0,828.0,81.0,95.0,85.3,49.0,63.0,77.8,25.0,33.0,75.8,0,0.8,0.7,-0.8,12.0,12.0,11.0,1.0,31.0,Matches
Gianluca Gaetano,it ITA,MF,21.0,0.2,9.0,12.0,75.0,113.0,31.0,6.0,7.0,85.7,3.0,3.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches
Davide Marfella,it ITA,GK,21.0,0.1,1.0,1.0,100.0,15.0,9.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Axel Tuanzebe,eng ENG,DF,23.0,0.1,4.0,4.0,100.0,68.0,45.0,1.0,1.0,100.0,3.0,3.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches
Squad Total,,,27.9,38.0,19572.0,22921.0,85.4,313472.0,105507.0,10332.0,11215.0,92.1,6928.0,7820.0,88.6,1611.0,2509.0,64.2,46,37.1,37.0,8.9,450.0,1389.0,366.0,57.0,1665.0,
Opponent Total,,,26.6,38.0,12959.0,16201.0,80.0,232814.0,87453.0,5743.0,6523.0,88.0,5501.0,6279.0,87.6,1392.0,2506.0,55.5,19,25.2,25.6,-6.2,311.0,989.0,259.0,61.0,1254.0,
Wojciech Szczęsny,pl POL,GK,31.0,33.0,830.0,1011.0,82.1,22169.0,14526.0,131.0,131.0,100.0,434.0,438.0,99.1,263.0,433.0,60.7,0,0.1,0.1,-0.1,3.0,9.0,0.0,0.0,0.0,Matches
Matthijs de Ligt,nl NED,DF,21.0,29.7,1510.0,1704.0,88.6,29785.0,10135.0,482.0,522.0,92.3,841.0,899.0,93.5,170.0,241.0,70.5,1,1.0,1.1,0.0,9.0,74.0,4.0,1.0,68.0,Matches
Juan Cuadrado,co COL,"DF,MF",33.0,27.6,1585.0,1877.0,84.4,29961.0,8619.0,683.0,741.0,92.2,669.0,757.0,88.4,216.0,324.0,66.7,3,5.1,6.3,-2.1,59.0,115.0,50.0,13.0,169.0,Matches
Adrien Rabiot,fr FRA,MF,26.0,25.4,862.0,1053.0,81.9,13474.0,3586.0,436.0,508.0,85.8,340.0,395.0,86.1,54.0,75.0,72.0,2,1.8,2.0,0.2,21.0,72.0,16.0,3.0,99.0,Matches
Álvaro Morata,es ESP,FW,28.0,25.6,489.0,659.0,74.2,7395.0,1340.0,261.0,332.0,78.6,152.0,194.0,78.4,41.0,56.0,73.2,4,6.6,3.1,-2.6,44.0,28.0,23.0,5.0,54.0,Matches
Paulo Dybala,ar ARG,"FW,MF",27.0,22.9,912.0,1137.0,80.2,15325.0,3164.0,475.0,544.0,87.3,299.0,349.0,85.7,106.0,160.0,66.3,5,4.5,3.9,0.5,38.0,71.0,27.0,6.0,103.0,Matches
Manuel Locatelli,it ITA,MF,23.0,24.0,1221.0,1435.0,85.1,22351.0,8006.0,534.0,595.0,89.7,528.0,591.0,89.3,138.0,200.0,69.0,3,1.3,1.6,1.7,18.0,144.0,25.0,1.0,147.0,Matches
Leonardo Bonucci,it ITA,DF,34.0,22.3,1136.0,1317.0,86.3,25899.0,11106.0,256.0,279.0,91.8,653.0,697.0,93.7,218.0,307.0,71.0,0,0.7,0.4,-0.7,11.0,78.0,3.0,0.0,66.0,Matches
Danilo,br BRA,"DF,MF",30.0,21.0,1270.0,1480.0,85.8,22995.0,8411.0,524.0,563.0,93.1,599.0,663.0,90.3,132.0,208.0,63.5,2,1.1,1.1,0.9,14.0,133.0,15.0,6.0,115.0,Matches
Alex Sandro,br BRA,DF,30.0,19.8,918.0,1096.0,83.8,16222.0,5459.0,396.0,440.0,90.0,420.0,489.0,85.9,84.0,119.0,70.6,1,1.3,1.3,-0.3,23.0,73.0,26.0,10.0,80.0,Matches
Federico Bernardeschi,it ITA,"MF,FW",27.0,16.4,452.0,592.0,76.4,7374.0,1931.0,241.0,274.0,88.0,151.0,186.0,81.2,44.0,82.0,53.7,3,1.9,2.3,1.1,17.0,31.0,22.0,2.0,73.0,Matches
Giorgio Chiellini,it ITA,DF,36.0,15.0,783.0,949.0,82.5,16149.0,5681.0,229.0,252.0,90.9,445.0,504.0,88.3,105.0,172.0,61.0,0,0.3,0.3,-0.3,7.0,69.0,3.0,0.0,74.0,Matches
Weston McKennie,us USA,MF,22.0,15.2,424.0,565.0,75.0,6664.0,1916.0,231.0,281.0,82.2,139.0,182.0,76.4,37.0,53.0,69.8,0,1.2,0.9,-1.2,20.0,39.0,11.0,2.0,51.0,Matches
Luca Pellegrini,it ITA,DF,22.0,12.3,521.0,682.0,76.4,9128.0,3271.0,237.0,269.0,88.1,222.0,275.0,80.7,55.0,109.0,50.5,1,1.7,1.8,-0.7,13.0,35.0,14.0,6.0,35.0,Matches
Mattia De Sciglio,it ITA,DF,28.0,13.0,541.0,681.0,79.4,9821.0,3507.0,239.0,270.0,88.5,239.0,286.0,83.6,60.0,97.0,61.9,2,2.6,2.2,-0.6,19.0,34.0,16.0,14.0,40.0,Matches
Rodrigo Bentancur,uy URU,MF,24.0,12.8,659.0,758.0,86.9,10862.0,2857.0,315.0,346.0,91.0,284.0,310.0,91.6,40.0,59.0,67.8,1,0.9,0.8,0.1,11.0,81.0,3.0,0.0,79.0,Matches
Moise Kean,it ITA,FW,21.0,12.2,174.0,228.0,76.3,2486.0,280.0,106.0,137.0,77.4,42.0,53.0,79.2,15.0,22.0,68.2,2,0.2,0.2,1.8,5.0,9.0,3.0,1.0,10.0,Matches
Dušan Vlahović,rs SRB,FW,21.0,12.0,154.0,231.0,66.7,2459.0,428.0,78.0,108.0,72.2,44.0,62.0,71.0,19.0,27.0,70.4,1,1.1,0.4,-0.1,9.0,9.0,7.0,1.0,16.0,Matches
Arthur Melo,br BRA,MF,24.0,10.7,626.0,700.0,89.4,11432.0,3015.0,247.0,272.0,90.8,291.0,308.0,94.5,71.0,81.0,87.7,0,0.3,0.4,-0.3,6.0,64.0,5.0,0.0,58.0,Matches
Federico Chiesa,it ITA,"MF,FW",23.0,9.6,218.0,288.0,75.7,3844.0,1144.0,106.0,126.0,84.1,76.0,95.0,80.0,27.0,43.0,62.8,2,1.2,1.0,0.8,17.0,18.0,13.0,5.0,32.0,Matches
Daniele Rugani,it ITA,DF,27.0,9.8,497.0,547.0,90.9,9586.0,3391.0,154.0,159.0,96.9,296.0,312.0,94.9,41.0,63.0,65.1,0,0.0,0.1,0.0,1.0,23.0,0.0,0.0,28.0,Matches
Denis Zakaria,ch SUI,MF,24.0,6.6,129.0,168.0,76.8,2066.0,760.0,64.0,74.0,86.5,51.0,58.0,87.9,11.0,16.0,68.8,1,0.1,0.3,0.9,3.0,14.0,3.0,0.0,14.0,Matches
Dejan Kulusevski,se SWE,"FW,MF",21.0,8.6,194.0,243.0,79.8,2683.0,641.0,119.0,135.0,88.1,51.0,63.0,81.0,12.0,16.0,75.0,3,1.2,1.4,1.8,10.0,17.0,12.0,2.0,24.0,Matches
Mattia Perin,it ITA,GK,28.0,4.5,111.0,135.0,82.2,2599.0,1501.0,33.0,33.0,100.0,52.0,52.0,100.0,25.0,48.0,52.1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches
Fabio Miretti,it ITA,MF,17.0,3.6,117.0,145.0,80.7,2278.0,795.0,49.0,58.0,84.5,50.0,59.0,84.7,16.0,20.0,80.0,0,0.4,0.6,-0.4,5.0,13.0,3.0,0.0,18.0,Matches
Aaron Ramsey,wls WAL,MF,30.0,1.1,59.0,66.0,89.4,1014.0,260.0,25.0,29.0,86.2,29.0,31.0,93.5,4.0,5.0,80.0,0,0.1,0.0,-0.1,2.0,6.0,0.0,0.0,4.0,Matches
Kaio Jorge,br BRA,"MF,FW",19.0,1.3,29.0,39.0,74.4,423.0,58.0,13.0,15.0,86.7,9.0,14.0,64.3,3.0,3.0,100.0,0,0.1,0.1,-0.1,2.0,1.0,0.0,0.0,1.0,Matches
Marley Aké,fr FRA,"FW,MF",20.0,0.9,12.0,16.0,75.0,184.0,58.0,7.0,8.0,87.5,1.0,2.0,50.0,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,Matches
Carlo Pinsoglio,it ITA,GK,31.0,0.5,10.0,11.0,90.9,293.0,227.0,0.0,0.0,,6.0,6.0,100.0,4.0,5.0,80.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cristiano Ronaldo,pt POR,FW,36.0,0.3,8.0,13.0,61.5,105.0,16.0,6.0,8.0,75.0,1.0,2.0,50.0,1.0,1.0,100.0,0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,2.0,Matches
Martin Palumbo,no NOR,FW,19.0,0.1,1.0,2.0,50.0,21.0,11.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches
Matìas Soulé,ar ARG,FW,18.0,0.1,7.0,7.0,100.0,112.0,18.0,3.0,3.0,100.0,2.0,2.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Matches
Squad Total,,,27.4,38.0,16459.0,19835.0,83.0,307159.0,106118.0,6680.0,7513.0,88.9,7417.0,8335.0,89.0,2015.0,3048.0,66.1,37,36.3,33.7,0.7,388.0,1266.0,305.0,79.0,1464.0,
Opponent Total,,,26.8,38.0,15048.0,18611.0,80.9,259034.0,89304.0,7164.0,8073.0,88.7,5986.0,6954.0,86.1,1453.0,2545.0,57.1,21,24.3,26.4,-3.3,337.0,1213.0,288.0,81.0,1471.0,
Sergej Milinković-Savić,rs SRB,MF,26.0,34.4,1893.0,2367.0,80.0,29489.0,7484.0,1004.0,1170.0,85.8,652.0,768.0,84.9,145.0,233.0,62.2,10,6.1,4.1,3.9,52.0,168.0,48.0,10.0,215.0,Matches
Felipe Anderson,br BRA,FW,28.0,32.1,1118.0,1436.0,77.9,16074.0,3918.0,652.0,765.0,85.2,341.0,420.0,81.2,60.0,106.0,56.6,8,6.5,5.2,1.5,50.0,60.0,61.0,13.0,123.0,Matches
Ciro Immobile,it ITA,FW,31.0,30.1,681.0,884.0,77.0,8729.0,1240.0,425.0,499.0,85.2,158.0,210.0,75.2,35.0,48.0,72.9,2,2.8,2.5,-0.8,27.0,30.0,22.0,2.0,54.0,Matches
Adam Marušić,me MNE,DF,28.0,30.2,1650.0,1887.0,87.4,23922.0,8268.0,937.0,1003.0,93.4,555.0,646.0,85.9,78.0,124.0,62.9,0,0.5,0.5,-0.5,8.0,116.0,10.0,3.0,111.0,Matches
Francesco Acerbi,it ITA,DF,33.0,28.2,1837.0,2043.0,89.9,34996.0,12273.0,678.0,731.0,92.7,919.0,968.0,94.9,211.0,296.0,71.3,0,0.5,0.8,-0.5,5.0,119.0,6.0,0.0,119.0,Matches
Luiz Felipe,it ITA,DF,24.0,27.7,1668.0,1825.0,91.4,29597.0,11624.0,649.0,696.0,93.2,821.0,868.0,94.6,135.0,175.0,77.1,0,0.2,0.5,-0.2,3.0,92.0,4.0,1.0,78.0,Matches
Luis Alberto,es ESP,MF,28.0,26.1,1626.0,1970.0,82.5,25002.0,8252.0,896.0,986.0,90.9,553.0,631.0,87.6,115.0,235.0,48.9,9,7.8,6.7,1.2,65.0,235.0,44.0,5.0,223.0,Matches
Pedro,es ESP,FW,34.0,22.6,785.0,936.0,83.9,11242.0,2582.0,469.0,523.0,89.7,219.0,262.0,83.6,51.0,78.0,65.4,4,3.3,2.8,0.7,29.0,53.0,31.0,3.0,102.0,Matches
Elseid Hysaj,al ALB,DF,27.0,22.5,1216.0,1412.0,86.1,17867.0,5977.0,713.0,762.0,93.6,407.0,466.0,87.3,59.0,106.0,55.7,0,0.7,1.6,-0.7,12.0,83.0,17.0,7.0,96.0,Matches
Thomas Strakosha,al ALB,GK,26.0,23.0,614.0,737.0,83.3,14988.0,10519.0,178.0,181.0,98.3,221.0,233.0,94.8,200.0,307.0,65.1,0,0.0,0.1,0.0,1.0,5.0,1.0,0.0,1.0,Matches
Mattia Zaccagni,it ITA,FW,26.0,20.8,592.0,740.0,80.0,8031.0,1714.0,373.0,426.0,87.6,161.0,201.0,80.1,22.0,46.0,47.8,5,2.9,2.9,2.1,27.0,24.0,21.0,0.0,55.0,Matches
Danilo Cataldi,it ITA,MF,26.0,19.0,1201.0,1401.0,85.7,19380.0,6444.0,632.0,674.0,93.8,411.0,472.0,87.1,111.0,184.0,60.3,2,3.2,2.6,-1.2,25.0,126.0,17.0,2.0,97.0,Matches
Lucas Leiva,br BRA,MF,34.0,18.9,1131.0,1235.0,91.6,17560.0,5617.0,624.0,665.0,93.8,405.0,430.0,94.2,73.0,86.0,84.9,0,0.3,0.6,-0.3,6.0,131.0,3.0,0.0,84.0,Matches
Patric,es ESP,DF,28.0,18.3,1353.0,1452.0,93.2,26174.0,8178.0,500.0,529.0,94.5,616.0,641.0,96.1,198.0,238.0,83.2,1,0.7,0.2,0.3,6.0,45.0,1.0,0.0,52.0,Matches
Manuel Lazzari,it ITA,DF,27.0,18.5,859.0,1014.0,84.7,11935.0,3467.0,507.0,554.0,91.5,269.0,324.0,83.0,32.0,54.0,59.3,3,2.1,2.1,0.9,13.0,50.0,15.0,6.0,50.0,Matches
Pepe Reina,es ESP,GK,38.0,15.0,433.0,528.0,82.0,10958.0,8272.0,111.0,112.0,99.1,177.0,184.0,96.2,142.0,229.0,62.0,1,0.4,0.0,0.6,1.0,5.0,0.0,0.0,0.0,Matches
Toma Bašić,hr CRO,MF,24.0,10.9,386.0,451.0,85.6,5589.0,990.0,215.0,236.0,91.1,136.0,156.0,87.2,17.0,28.0,60.7,2,0.9,0.7,1.1,6.0,21.0,1.0,0.0,26.0,Matches
Ștefan Radu,ro ROU,DF,34.0,6.2,268.0,330.0,81.2,4329.0,1809.0,121.0,139.0,87.1,124.0,146.0,84.9,15.0,31.0,48.4,0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,Matches
Jean-Daniel Akpa-Akpro,ci CIV,MF,28.0,3.5,89.0,106.0,84.0,1077.0,154.0,61.0,68.0,89.7,24.0,25.0,96.0,1.0,1.0,100.0,0,0.0,0.1,0.0,2.0,6.0,1.0,0.0,3.0,Matches
Jovane Cabral,cv CPV,FW,23.0,2.1,31.0,37.0,83.8,438.0,99.0,16.0,16.0,100.0,8.0,10.0,80.0,3.0,4.0,75.0,0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,Matches
Vedat Muriqi,xk KVX,FW,27.0,2.4,42.0,64.0,65.6,652.0,64.0,22.0,33.0,66.7,17.0,27.0,63.0,3.0,3.0,100.0,0,0.0,0.1,0.0,0.0,1.0,3.0,0.0,4.0,Matches
Raúl Moro,es ESP,FW,18.0,2.2,75.0,87.0,86.2,983.0,93.0,46.0,54.0,85.2,24.0,26.0,92.3,0.0,1.0,0.0,1,0.2,0.1,0.8,6.0,4.0,1.0,0.0,5.0,Matches
Luka Romero,ar ARG,FW,16.0,0.9,35.0,37.0,94.6,498.0,38.0,19.0,20.0,95.0,12.0,12.0,100.0,1.0,1.0,100.0,0,0.0,0.1,0.0,1.0,0.0,1.0,1.0,0.0,Matches
Anderson Lima,br BRA,MF,21.0,0.7,24.0,31.0,77.4,342.0,68.0,15.0,18.0,83.3,7.0,8.0,87.5,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,Matches
Dimitrije Kamenović,rs SRB,DF,21.0,0.5,15.0,20.0,75.0,298.0,57.0,4.0,6.0,66.7,9.0,12.0,75.0,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gonzalo Escalante,ar ARG,MF,28.0,0.1,4.0,5.0,80.0,79.0,8.0,1.0,1.0,100.0,2.0,3.0,66.7,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Denis Vavro,sk SVK,DF,25.0,0.1,6.0,6.0,100.0,64.0,30.0,4.0,4.0,100.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,29.0,38.0,19632.0,23041.0,85.2,320293.0,109239.0,9872.0,10871.0,90.8,7249.0,8150.0,88.9,1711.0,2620.0,65.3,48,38.8,34.4,9.2,346.0,1398.0,309.0,53.0,1527.0,
Opponent Total,,,26.5,38.0,15276.0,18668.0,81.8,278250.0,92944.0,6571.0,7369.0,89.2,6643.0,7517.0,88.4,1698.0,2822.0,60.2,40,34.3,30.1,5.7,347.0,954.0,308.0,88.0,1293.0,
Rui Patrício,pt POR,GK,33.0,38.0,831.0,1081.0,76.9,23327.0,16301.0,156.0,157.0,99.4,379.0,384.0,98.7,293.0,531.0,55.2,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,Matches
Tammy Abraham,eng ENG,FW,23.0,34.3,485.0,696.0,69.7,6820.0,1622.0,293.0,401.0,73.1,134.0,180.0,74.4,28.0,39.0,71.8,4,4.8,2.4,-0.8,38.0,35.0,27.0,3.0,70.0,Matches
Gianluca Mancini,it ITA,DF,25.0,32.0,1533.0,1817.0,84.4,29867.0,11118.0,513.0,564.0,91.0,828.0,893.0,92.7,180.0,319.0,56.4,0,0.3,0.8,-0.3,6.0,125.0,16.0,2.0,137.0,Matches
Roger Ibanez,br BRA,DF,22.0,32.1,1691.0,1937.0,87.3,32137.0,11766.0,632.0,684.0,92.4,879.0,954.0,92.1,167.0,269.0,62.1,0,0.5,1.4,-0.5,10.0,85.0,10.0,0.0,116.0,Matches
Rick Karsdorp,nl NED,"DF,FW",26.0,32.0,1466.0,1819.0,80.6,26822.0,8528.0,621.0,710.0,87.5,655.0,772.0,84.8,164.0,253.0,64.8,2,4.8,4.5,-2.8,42.0,111.0,57.0,24.0,150.0,Matches
Bryan Cristante,it ITA,MF,26.0,29.8,1484.0,1818.0,81.6,29534.0,9846.0,531.0,621.0,85.5,709.0,811.0,87.4,221.0,315.0,70.2,0,2.6,2.2,-2.6,24.0,247.0,21.0,3.0,231.0,Matches
Henrikh Mkhitaryan,am ARM,"MF,FW",32.0,27.7,959.0,1168.0,82.1,15698.0,3871.0,484.0,546.0,88.6,355.0,419.0,84.7,85.0,114.0,74.6,6,5.1,3.9,0.9,41.0,87.0,38.0,6.0,149.0,Matches
Lorenzo Pellegrini,it ITA,MF,25.0,25.4,776.0,1106.0,70.2,13848.0,4796.0,351.0,417.0,84.2,279.0,368.0,75.8,114.0,230.0,49.6,3,7.0,6.9,-4.0,68.0,84.0,35.0,5.0,136.0,Matches
Jordan Veretout,fr FRA,MF,28.0,25.8,1215.0,1440.0,84.4,23611.0,6701.0,446.0,496.0,89.9,576.0,643.0,89.6,177.0,255.0,69.4,8,5.4,4.1,2.6,55.0,133.0,19.0,2.0,164.0,Matches
Chris Smalling,eng ENG,DF,31.0,23.2,932.0,1053.0,88.5,19200.0,6205.0,222.0,259.0,85.7,614.0,650.0,94.5,92.0,127.0,72.4,0,0.4,0.3,-0.4,2.0,26.0,2.0,0.0,39.0,Matches
Nicolò Zaniolo,it ITA,"FW,MF",22.0,21.9,356.0,523.0,68.1,6166.0,1482.0,190.0,232.0,81.9,104.0,156.0,66.7,48.0,76.0,63.2,1,3.0,1.8,-2.0,28.0,31.0,21.0,4.0,57.0,Matches
Matías Viña,uy URU,"DF,FW",23.0,17.4,658.0,838.0,78.5,10442.0,4383.0,347.0,398.0,87.2,257.0,304.0,84.5,40.0,84.0,47.6,1,1.1,1.1,-0.1,11.0,57.0,13.0,6.0,74.0,Matches
Marash Kumbulla,al ALB,DF,21.0,11.4,544.0,633.0,85.9,10848.0,3587.0,171.0,196.0,87.2,306.0,329.0,93.0,62.0,87.0,71.3,0,0.1,0.1,-0.1,3.0,20.0,0.0,0.0,31.0,Matches
Sérgio Oliveira,pt POR,MF,29.0,9.9,394.0,493.0,79.9,6790.0,2095.0,184.0,210.0,87.6,148.0,175.0,84.6,46.0,79.0,58.2,0,1.7,1.7,-1.7,15.0,33.0,7.0,0.0,41.0,Matches
Nicola Zalewski,pl POL,DF,19.0,8.8,397.0,507.0,78.3,6977.0,2079.0,183.0,202.0,90.6,167.0,201.0,83.1,41.0,83.0,49.4,0,0.5,0.5,-0.5,10.0,21.0,9.0,3.0,22.0,Matches
Stephan El Shaarawy,it ITA,"FW,DF",28.0,11.7,482.0,583.0,82.7,8215.0,2106.0,239.0,274.0,87.2,196.0,228.0,86.0,41.0,55.0,74.5,0,3.0,2.4,-3.0,31.0,30.0,31.0,2.0,78.0,Matches
Ainsley Maitland-Niles,eng ENG,DF,23.0,5.4,249.0,326.0,76.4,4079.0,1366.0,126.0,142.0,88.7,96.0,122.0,78.7,20.0,41.0,48.8,0,0.6,1.0,-0.6,5.0,15.0,6.0,4.0,24.0,Matches
Felix Afena-Gyan,gh GHA,"FW,MF",18.0,7.4,114.0,152.0,75.0,1530.0,229.0,67.0,81.0,82.7,34.0,45.0,75.6,6.0,7.0,85.7,0,0.6,0.2,-0.6,6.0,4.0,4.0,1.0,7.0,Matches
Eldor Shomurodov,uz UZB,"FW,MF",26.0,8.7,152.0,225.0,67.6,1885.0,501.0,107.0,141.0,75.9,33.0,49.0,67.3,3.0,6.0,50.0,4,3.3,1.0,0.7,20.0,13.0,5.0,2.0,17.0,Matches
Carles Pérez,es ESP,"MF,FW",23.0,6.2,205.0,244.0,84.0,3230.0,632.0,111.0,123.0,90.2,71.0,79.0,89.9,16.0,26.0,61.5,1,1.0,0.9,0.0,15.0,17.0,6.0,0.0,19.0,Matches
Riccardo Calafiori,it ITA,DF,19.0,1.9,64.0,82.0,78.0,989.0,270.0,36.0,40.0,90.0,20.0,24.0,83.3,6.0,11.0,54.5,1,0.9,0.6,0.1,1.0,1.0,2.0,1.0,3.0,Matches
Amadou Diawara,gn GUI,MF,24.0,1.9,56.0,71.0,78.9,900.0,265.0,29.0,34.0,85.3,22.0,26.0,84.6,4.0,9.0,44.4,0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,Matches
Leonardo Spinazzola,it ITA,DF,28.0,1.4,63.0,74.0,85.1,1141.0,299.0,27.0,29.0,93.1,28.0,31.0,90.3,7.0,10.0,70.0,0,0.1,0.1,-0.1,1.0,7.0,3.0,2.0,4.0,Matches
Borja Mayoral,es ESP,"FW,DF",24.0,1.1,26.0,39.0,66.7,393.0,41.0,18.0,23.0,78.3,5.0,7.0,71.4,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Matches
Ebrima Darboe,gm GAM,MF,20.0,0.7,38.0,40.0,95.0,803.0,154.0,12.0,14.0,85.7,20.0,20.0,100.0,6.0,6.0,100.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,Matches
Edoardo Bove,it ITA,"MF,DF",19.0,0.8,29.0,35.0,82.9,544.0,128.0,15.0,17.0,88.2,11.0,14.0,78.6,3.0,4.0,75.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,Matches
Cristian Volpato,it ITA,"FW,MF",17.0,0.4,20.0,26.0,76.9,357.0,64.0,6.0,6.0,100.0,10.0,13.0,76.9,3.0,5.0,60.0,0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,4.0,Matches
Bryan Reynolds,us USA,DF,20.0,0.0,2.0,2.0,100.0,32.0,7.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dimitrios Keramitsis,gr GRE,MF,17.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,26.4,38.0,15221.0,18828.0,80.8,286185.0,100442.0,6118.0,7018.0,87.2,6937.0,7898.0,87.8,1874.0,3044.0,61.6,31,46.3,38.3,-15.3,434.0,1200.0,332.0,70.0,1587.0,
Opponent Total,,,26.8,38.0,14445.0,17956.0,80.4,250292.0,91379.0,6695.0,7514.0,89.1,5805.0,6688.0,86.8,1498.0,2655.0,56.4,23,26.2,21.6,-3.2,284.0,1046.0,231.0,62.0,1275.0,
Cristiano Biraghi,it ITA,DF,28.0,35.0,2080.0,2600.0,80.0,39364.0,14210.0,846.0,918.0,92.2,942.0,1095.0,86.0,263.0,480.0,54.8,1,6.1,7.6,-5.1,72.0,145.0,64.0,38.0,171.0,Matches
Nikola Milenković,rs SRB,DF,23.0,32.5,1877.0,2098.0,89.5,38438.0,11989.0,545.0,607.0,89.8,1076.0,1137.0,94.6,243.0,316.0,76.9,0,0.2,0.5,-0.2,2.0,120.0,3.0,0.0,114.0,Matches
Pietro Terracciano,it ITA,GK,31.0,31.8,1217.0,1531.0,79.5,33515.0,20979.0,204.0,207.0,98.6,557.0,565.0,98.6,454.0,750.0,60.5,0,0.0,0.1,0.0,1.0,23.0,1.0,0.0,1.0,Matches
